xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-77.091958376899996 38.928956883399998),4617 HAWTHORNE LN NW,3,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.030972893200001 38.927639110599998),1307 COLUMBIA RD NW,1,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Poor,Platanaceae,Platanus
POINT (-76.991399064099994 38.947347987599997),1026 CRITTENDEN ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.043433207899994 38.934132950399999),OPP 1865 NEWTON ST NW,1,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.019826878499998 38.942369322300003),4204 NEW HAMPSHIRE AVE NW,4,Ulmus americana,American elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.028010079599994 38.958409480500002),900 MADISON ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.976518918400004 38.90568783),1838 M ST NE,5,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.045710527899999 38.893442775),0 C ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.992988701399995 38.958243668800002),5700 blk EASTERN AVE NE,4,Magnolia acuminata,Cucumber magnolia,,,Excellent,Magnoliaceae,Magnolia
POINT (-77.022293294199997 38.957005861),5519 7TH ST NW,4,Prunus cerasifera,Purple leaf plum,,,Excellent,Rosaceae,Prunus
POINT (-77.023853520200007 38.958534987199997),745 MADISON ST NW,4,Celtis occidentalis,Hackberry,,,Excellent,Ulmaceae,Celtis
POINT (-77.031438281700005 38.941935499300001),OPP 1350 UPSHUR ST NW,4,Celtis occidentalis,,,,Poor,Ulmaceae,Zelkova
POINT (-77.062914654400004 38.969719863100003),3114 RITTENHOUSE ST NW,4,Lagerstroemia indica,Crape myrtle,,,Poor,Lythraceae,Lagerstroemia
POINT (-77.005962124700005 38.875641616700001),1257 1ST ST SE,6,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.063756709299994 38.969716941199998),3130 RITTENHOUSE ST NW,4,Amelanchier species,Serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-76.940084549100007 38.908501760299998),4401 ORD ST NE,7,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.067538184100002 38.910785861199997),3345 Q ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.090540542799999 38.941888689400002),4100 blk 46TH ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.998755658799993 38.830036874599998),507 BRANDYWINE ST SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.1080767622 38.929908754700001),5505 SHERIER PL NW,3,Prunus cerasifera,Purple leaf plum,,,Good,Rosaceae,Prunus
POINT (-77.097701001299995 38.944197798),4248 50TH ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.094280890899995 38.945844374899998),4300 Blk 48TH ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.084744621400006 38.953373964699999),OPP 4320 ELLICOTT ST NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-77.063730636700001 38.953365632500002),3105 ELLICOTT ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.969046021799997 38.872324509899997),1501 27TH ST SE,7,Prunus species,Cherry,,,Fair,Rosaceae,Prunus
POINT (-76.963203195199995 38.8630452847),OPP 2140 31ST ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.011620495499997 38.823162400400001),4640 MARTIN LUTHER KING JR AVE SW,8,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.023599919299997 38.930832072400001),3228 GEORGIA AVE NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.997601706599994 38.835270688900003),opp 503 Valley Ave SE,8,,,,,,,
POINT (-77.081529147400005 38.925298766399997),2700 42ND ST NW,3,,,,,,,
POINT (-76.9465099815 38.882679777200003),500 BLK RIDGE RD SE / ELY,7,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.019804948900003 38.957477835299997),446 LONGFELLOW ST NW,4,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.061608485899995 38.970133515100002),6100 BLK 30TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.975589836599994 38.850666661600002),OPP 2025 ALABAMA AVE SE,8,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.010260422399995 38.9565390709),30 KENNEDY ST NW,4,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-77.036527054 38.943833721600001),4326 16TH ST NW,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.976146983299998 38.922260825499997),2400 BLK 20TH ST NE,5,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-77.020676630200001 38.9110809811),618 Q ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.065784074700005 38.9757997002),10 PINEHURST CIR NW,4,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.981169710200007 38.848477974700003),1522 TUBMAN RD SE,8,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.011404165800002 38.831464496400002),4009 1ST ST SW,8,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.048750674 38.904706130199997),1177 22ND ST NW,2,Quercus stellata,Post Oak,,,Good,Fagaceae,Quercus
POINT (-77.030212151200004 38.954132275500001),1309 INGRAHAM ST NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.002835335499995 38.890895748399998),217 A ST NE,6,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.001345328300005 38.919618059900003),314 RHODE ISLAND AVE NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.041743108399999 38.909925463500002),1500  18TH ST NW,2,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-76.978326618500006 38.904336732799997),1719 LANG PL NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.040273528300006 38.940863985),1737 TAYLOR ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.9615537902 38.863876776200001),2125 32ND ST SE,7,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-76.982160437600001 38.885201189900002),302 16TH ST SE,6,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.064366596499994 38.9667722955),3205 OLIVER ST NW,4,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.990322473500001 38.887372825100002),201 12TH ST SE,6,Acer species,Maple,,,Dead,Aceraceae,Acer
POINT (-77.03353075 38.958264539),5600 BLK 14TH ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.006007704200002 38.9362333443),SCALE GATE RD NE,5,Longleaf pine Pinus palustris,Other (See Notes),,,Excellent,Null,Other
POINT (-77.008035773299994 38.958784308699997),24 MADISON ST NE,4,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.011161618 38.960118682100003),54 NICHOLSON ST NW,4,Quercus alba,White oak,,,Good,Fagaceae,Quercus
POINT (-77.011379514 38.9566520431),71 KENNEDY ST NW,4,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.029785778299996 38.957073584500002),5526 13TH ST NW,4,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.022358532200002 38.909597471300003),700 BLK P ST NW,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.107138208799995 38.929952773399997),5301 CATHEDRAL AVE NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.008422522199993 38.826110031799999),OPP 38 ELMIRA ST SW,8,,,,,,,
POINT (-77.016968313199996 38.908706891),101 N ST NW,6,,,,,,,
POINT (-76.931585155199997 38.885544913),219 50TH STREET SE,7,,,,,,,
POINT (-77.081945598399997 38.920847742100001),2211 42ND ST NW,3,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.082439193499994 38.911632935),4422 GREENWICH PKWY NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,Trunk Root,,Good,Rosaceae,Prunus
POINT (-77.07109822 38.960360872800003),3729 KANAWHA ST NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.977469322299996 38.905683139499999),1814 M ST NE,5,Platanus species,Plane tree,,,Good,Platanaceae,Platanus
POINT (-77.030850089799998 38.962834371100001),1300 blk PEABODY ST NW,4,Prunus virginiana,Chokecherry,,,Excellent,Rosaceae,Prunus
POINT (-77.009130048200007 38.968437342500003),6506 NORTH CAPITOL ST BN,4,Acer rubrum,Red maple,,,Poor,Aceraceae,Acer
POINT (-76.956331724600005 38.870385682),3400 CARPENTER ST SE,7,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.096538965799994 38.935899001199999),4900 GLENBROOK RD NW,3,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-76.989914247599998 38.955151354),opp 1213 HAMILTON ST NE,5,Cornus kousa,Dogwood (Kousa),,,Fair,Cornaceae,Cornus
POINT (-77.1096163295 38.933275350599999),5721 MACARTHUR BLVD NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.007899388599995 38.951925541800001),5000 blk FORT TOTTEN DR NE @ Farragut,5,Pistacia chinensis,Chinese pistachio,,,Dead,Anacardiaceae,Pistacia
POINT (-77.101115166 38.926024000399998),5120 FULTON ST NW,3,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.067515173299995 38.905889273699998),3344 PROSPECT ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.092552638 38.954060692500001),4927 47TH ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.987987317700004 38.896763494200002),1300 BLOCK EMERALD ST NE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.982190435 38.940672088399999),opp1600 TAYLOR ST NE,5,Quercus shumardi,Shumard oak,,,Good,Fagaceae,Quercus
POINT (-76.935693643899995 38.885255586100001),4639 BENNING RD SE,7,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.993242096299994 38.8988269042),900 Blk G St Ne ,6,Lagerstroemia indica,,,,Excellent,,
POINT (-77.020026298 38.949684658899997),4841 KANSAS AVE NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.956300650399996 38.857603689900003),3401 HIGHVIEW TER SE,7,,,,,,Fagaceae,Quercus
POINT (-77.001489323800001 38.834885121299997),212 WAYNE PL SE,8,Lagerstroemia indica,Crape myrtle,,,Excellent,,
POINT (-76.970193308299997 38.931826009),2509 RHODE ISLAND AVE NE,5,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.024026612300005 38.957545591100001),5600 8TH ST NW,4,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.970649713399993 38.937208096699997),3826 26th St NE,5,Acer rubrum,,,,Poor,,
POINT (-77.036485133400006 38.957194845099998),5510 16TH ST NW,4,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.022590517799998 38.958569441500003),701 MADISON ST NW,4,Acer saccharum,Sugar maple,,,Excellent,Aceraceae,Acer
POINT (-77.036528563600001 38.943515786799999),OPP 4311 16TH ST NW,4,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.082112090600006 38.943072479100003),4120 42ND ST NW,3,Quercus palustris,Pin oak,,,Excellent,Fagaceae,Quercus
POINT (-77.090164394499993 38.946238811699999),4540 YUMA ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.093948374600004 38.9436899365),4724 MASSACHUSETTS AVE NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.071402771699994 38.960355891799999),3733 KANAWHA ST NW,3,Prunus cerasifera,Purple leaf plum,,,Good,Rosaceae,Prunus
POINT (-76.964342503200001 38.8533417923),3041 NAYLOR RD SE,8,,,,,,Fagaceae,Quercus
POINT (-77.064570087800007 38.953265634499999),3134ELLICOTT ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.072295540499994 38.959655176600002),3744 JOCELYN ST NW,3,Gleditsia triacanthos var. inermis 'Skyline',Skyline honeylocust,,,Excellent,Fagaceae,Quercus
POINT (-77.086153801899997 38.930430018),3039 44TH ST NW,3,Syringa reticulata,Lilac,,,Fair,Oleaceae,Syringa
POINT (-77.027585021600004 38.900776108400002),1100 NEW YORK AVE NW,2,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-77.0796238625 38.924762376799997),OPP 4008 EDMUNDS ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.104855606300006 38.927232464200003),5309 ARIZONA AVE NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.08542939199999 38.9329538848),3201 NEW MEXICO AVE NW,3,Cladrastis lutea,Yellowwood,,,Fair,Fabaceae,Cladrastis
POINT (-77.104286967299998 38.927768123500002),5315 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.036176133799998 38.985583842499999),1500 BLK KALMIA RD NW,4,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.989810933 38.885315038900004),1200 BLK C ST SE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.047530390399999 38.915572553399997),2123 LEROY PL NW,2,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.937312162400005 38.880149909799997),4435 G ST SE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.033330686 38.957114712600003),5509 14TH ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.011683327699998 38.957792810900003),5600 blk 1ST ST NW,4,Acer platanoides,Norway maple,,,Poor,Aceraceae,Acer
POINT (-77.022066176799996 38.960122523499997),614 NICHOLSON ST NW,4,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.007854987200005 38.958786268700003),24 MADISON ST NE,4,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.037878164199995 38.913408928499997),OPP 1630 RIGGS PL NW,2,Quercus palustris,,,,Good,Fagaceae,Quercus
POINT (-77.067116051100001 38.927610105699998),3403 GARFIELD ST NW,3,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Hamamelidaceae,Platanus
POINT (-77.025681587199998 38.9136233913),10th and French Street NW (French Street Park),6,Cercis canadensis,Eastern redbud,,,Good,,
POINT (-76.994168940099996 38.829736568199998),811 BARNABY ST SE,8,,,,,,Aceraceae,Acer
POINT (-76.987646936499999 38.903971808100003),OPP 1234 NEAL ST NE,5,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.071724547200006 38.944736417400001),3630 WARREN ST NW,3,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.026056843700005 38.909199488299997),1414 10TH ST NW,2,Prunus yedoensis,Yoshino cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.059155797900004 38.908058640599997),1335 30TH ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.106779465800003 38.934503810899997),5211 PARTRIDGE LN NW,3,Acer rubrum 'October Glory',October Glory red maple,,,Excellent,Aceraceae,Acer
POINT (-77.091144166800007 38.930503119299999),3040 FOXHALL RD NW,3,Quercus rubra,Red oak,BLS,,Fair,Fagaceae,Quercus
POINT (-77.076057740600007 38.947049654899999),3810 ALTON PL NW,3,Acer campestre,Hedge maple,,,Dead,Aceraceae,Acer
POINT (-77.082309185200003 38.946049950400003),4330 42ND ST NW,3,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.086150850300001 38.926466231600003),2807 44TH ST NW,3,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.068041224699996 38.954645896599999),3406 FESSENDEN ST NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.068474138100001 38.948848056800003),3559 APPLETON ST NW,3,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.005267395800004 38.836845830900003),108 WILMINGTON PL SE,8,Acer campestre,Hedge maple,,,Fair,Aceraceae,Acer
POINT (-77.047401094700007 38.896075971899997),2117 E ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.985914088900003 38.880135066800001),1300 BLK POTOMAC AVE SE,6,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.037237352600002 38.923273470600002),1601 EUCLID ST NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.034829286399997 38.9472493134),1501 CRITTENDEN ST NW,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.038240862099997 38.940337393699998),4020 17TH ST NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.0907377682 38.940947548499999),3909 UNIVERSITY AVE NW/ sedgwick,3,Liquidambar styraciflua,Sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.077666382499999 38.9470580252),3920 ALTON PL NW,3,No Tree,Red maple,,,Excellent,Aceraceae,Acer
POINT (-76.998186132399994 38.837747974700001),600 BLK MISSISSIPPI AVE SE,8,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.092205081 38.938675660800001),3718 UNIVERSITY AVE NW,3,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.084486347699993 38.944741684199997),4312 WARREN ST NW,3,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.917521551799993 38.8890020957),OPP 29 58TH ST SE,7,Celtis laevigata,Sugarberry,,,Good,Ulmaceae,Celtis
POINT (-77.064327495200004 38.913969078), opp to 1703 32ND ST NW,2,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.979072707399993 38.872131112399998),1421 18TH ST SE,8,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-76.992365328399998 38.889039914100003),1002 NORTH CAROLINA AVE SE,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-77.034454325900001 38.909211581800001),1405 15TH ST NW,2,Quercus macrocarpa,Bur oak,,,Good,Fagaceae,Quercus
POINT (-77.034265249399994 38.954930360200002),5321 COLORADO AVE NW,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.917702355800003 38.894190462899999),333 58TH ST NE,7,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.0927852027 38.928724303599999),4646 HAWTHORNE LN NW,3,Ulmus parvifolia,Chinese elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.966356986299999 38.872188918900001),1400 BLK 29TH ST SE,7,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.086020392799995 38.933990914699997),3301 NEW MEXICO AVE NW,3,Oxydendrum arboreum,Sourwood,,,Excellent,Ericaceae,Oxydendrum
POINT (-76.917701802400003 38.89426029),333 58TH ST NE,7,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.054390129300003 38.948637628100002),4506 28TH ST NW,3,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-76.928659556900001 38.904837125199997),OPP 1105 50TH ST NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.917702368400001 38.894136355699999),332 58TH ST NE,7,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-76.964903828800004 38.871243079099997),2922 PENNSYLVANIA AVE SE,7,,,,,,,
POINT (-77.091972098300005 38.949750693299997),4635 BRANDYWINE ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Excellent,Rosaceae,Prunus
POINT (-76.996564873300002 38.943254388600003),4412 7TH ST NE,5,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.100642859 38.9383945099),5054 SEDGWICK ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.993703031 38.881565983),534 9TH ST SE,6,Pyrus calleryana 'Bradford',Bradford callery pear,,,Good,Rosaceae,Pyrus
POINT (-76.967598378 38.930822599800003),2651 MYRTLE AVE NE,5,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.993753759 38.959015583400003),opp 5728 EASTERN AVE NE,4,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-77.070470399499996 38.971326403799999),3389 STEPHENSON PL NW,4,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.991917697299996 38.9573042954),opp 839 KENNEDY ST NE,4,Cladrastis lutea,Yellowwood,,,Excellent,Fabaceae,Cladrastis
POINT (-77.031719639299993 38.958181287499997),5620 COLORADO AVE NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.088965259 38.940054330099997),4400 MASSACHUSETTS AVE NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.006716047799998 38.9577166316),36 LONGFELLOW ST NE,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.0493435809 38.911624245900001),2210 MASSACHUSETTS AVE NW,2,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-77.061607955599996 38.974385888),6449 32ND ST NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.095325523699998 38.934371692200003),4831 INDIAN LN NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.098794445099998 38.932654136099998),4937 LOWELL ST NW,3,Quercus phellos,Willow oak,Hypoxylon,,Fair,Fagaceae,Quercus
POINT (-77.104216961 38.931478211300004),5134 KLINGLE ST NW,3,Taxodium distichum,Bald cypress,,,Good,Cupressaceae,Taxodium
POINT (-77.1067184626 38.9283870816),5400 SHERIER PL NW,3,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.083709960299998 38.9278760312),2901 43RD ST NW,3,Prunus Okame,Okame cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.001001544100006 38.893636153800003),300 BLK C ST NE,6,Liquidambar styraciflua,Sweetgum,,,Dead,Hamamelidaceae,Liquidambar
POINT (-77.035195968699995 38.988152889200002),1456 PRIMROSE RD NW,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.04541755699999 38.986024955399998),1900 BLK SUDBURY LN NW,4,Prunus virginiana,Chokecherry,,,Excellent,Rosaceae,Prunus
POINT (-76.975964626 38.9320818602),2001 LAWRENCE ST NE/20th St,5,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.927820632299998 38.901791063600001),5061 JAY ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.994886544699995 38.891367307400003),OPP 110 8TH ST NE,6,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.968587726899997 38.870808084099998),2702 Q ST SE,7,Gleditsia triacanthos var. inermis 'Shademaster',Shademaster honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-76.999547633800006 38.823072182499999),OPP 4620 6TH ST SE,8,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.019334423299995 38.905600898499998),508 M ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.072598845800002 38.912651917),3601 RESERVOIR RD NW,2,,Sugar maple,,,,Aceraceae,Acer
POINT (-77.032252389899995 38.919945569900001),opp 1405 FLORIDA AVE NW,1,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.088690268400001 38.927280676800002),opp 4819 45TH ST NW/@garfield,3,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.066323945400001 38.9638762704),5500 BLK 33RD ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.051346037599998 38.906345608199999),1221 24TH ST NW,2,Acer saccharum,Sugar maple,BLS,,Fair,Aceraceae,Acer
POINT (-77.034463845100007 38.944202074300001),4401 15TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.987248607799998 38.925582430399999),1321 FRANKLIN ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.024410904899995 38.962662202399997),800 PEABODY ST NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.9903112322 38.893234602299998),248 12TH ST NE,6,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.031981022 38.956287045),1349 KENNEDY ST NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.025240559300002 38.944367663900003),opp 4407 9TH ST NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.081147959600003 38.934538005599997),4101 MASSACHUSETTS AVE NW/MACOMB,3,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.076021565199994 38.930604041300001),3810 MASSACHUSETTS AVE NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.054680955099997 38.928769833499999),2900 CONNECTICUT AVE NW,3,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.990877611800002 38.940233986800003),Shift Planting east to dot: 1016 SIGSBEE PL NE,5,Platanus occidentalis,American sycamore,,,Poor,Platanaceae,Platanus
POINT (-77.076741640099996 38.937612033400001),3851 PORTER ST NW,3,Acer rubrum,Red maple,,Borer,Poor,Aceraceae,Acer
POINT (-77.025257709 38.936715229199997),3723 9TH ST NW,4,Ginkgo biloba,Ginkgo,,,Fair,Ginkgoaceae,Ginkgo
POINT (-76.976964808199995 38.935138954899998),opp 1931 OTIS ST NE,5,Quercus montana,Rock chestnut oak,,,Dead,Fagaceae,Quercus
POINT (-77.087977896 38.908594902499999),4607 GREENE PL NW,3,,,,,,,
POINT (-76.992309759700007 38.896619538),1002 MARYLAND AVE NE,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.970632361200003 38.853080560899997),2432 IRVING ST SE,8,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-77.016859961899996 38.958823624899999),317 MADISON ST NW,4,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
