POINT (-77.101227992099993 38.942288686099999),5109 UPTON ST NW,3,Quercus phellos,Willow oak,,Scale,Good,Fagaceae,Quercus
POINT (-76.961825446700004 38.933425097300002),3152 MONROE ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.060395643299998 38.97108411),6146 30TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.9503754749 38.884755747600003),3722 D ST SE,7,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.921262006800006 38.886271344800001),5507 CENTRAL AVE SE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.036396927300004 38.9217324424),opp 2434 16TH ST NW,1,Quercus palustris,Pin oak,,,Poor,Fagaceae,Quercus
POINT (-77.04149564399999 38.905749204199999),1700 BLK M ST NW,2,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.952933177099993 38.870277070299998),3608 CARPENTER ST SE,7,Prunus species,Cherry,,,Dead,Rosaceae,Prunus
POINT (-77.018916114800007 38.954383802800002),433 INGRAHAM ST NW,4,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.953159288600006 38.870330508),3600 BLK CARPENTER ST SE,7,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-76.953808318699998 38.870371578399997),OPP 3528 CARPENTER ST SE / DRIVEWAY,7,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.042486790200002 38.896077016100001),1800 BLK E ST NW,2,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.988411351300002 38.833781762599997),1389 BARNABY TER SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.996222776899998 38.948775492199999),721 DECATUR PL NE,5,Acer saccharinum,Silver maple,,,Fair,Aceraceae,Acer
POINT (-76.9752836065 38.939699907),2018 SHEPHERD ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.002322386700001 38.884333912700001),200 BLK D ST SE,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.936658340700006 38.901887972),900 blk 46TH ST NE,7,,,,,,,
POINT (-76.979827650199994 38.869019018),1720 MINNESOTA AVE SE,8,Liriodendron tulipifera,Tulip poplar,,,Excellent,Magnoliaceae,Liriodendron
POINT (-77.011400574 38.896362322),500 BLOCK NEW JERSEY AVE NW,6,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.047217710300004 38.895733973),2100 VIRGINIA AVE NW,2,Gymnocladus dioicus,Kentucky coffeetree,,,Excellent,Fabaceae,Gymnocladus
POINT (-77.074395299499997 38.969548440399997),6021 WESTERN AVE NW,3,,,,,Excellent,,
POINT (-77.033326839799997 38.958913410400001),5707 14TH ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.952343076899993 38.870417885099997),3600 TEXAS AVE SE,7,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Fair,Hamamelidaceae,Liquidambar
POINT (-77.020763229300002 38.949871592599997),600 EMERSON ST NW,4,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.987248201699998 38.841330002799999),3409 13TH PL SE,8,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.0410528532 38.916338433500002),1771 WILLARD ST NW,2,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-77.026144243900006 38.975860751900001),900 DAHLIA ST NW,4,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.938112987899999 38.882345213),4415 FALLS TER SE,7,Syringa reticulata,Lilac,,,Fair,Oleaceae,Syringa
POINT (-76.953724253299995 38.870352503299998),OPP 3528 CARPENTER ST SE,7,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.032688416699997 38.911913221200003),OPP 1412 CORCORAN ST NW,2,Pyrus calleryana 'Bradford',Bradford callery pear,,,Good,Rosaceae,Pyrus
POINT (-76.928842393 38.880795134400003),OPP 5111 FITCH ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.043562877 38.940246913700001),4015 ARGYLE TER NW,4,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.970298548900004 38.900776836299997),700 blk 26th St NE/Benning Rd,5,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.0821085547 38.950643523099998),4600 BLK 42ND ST NW,3,Acer rubrum,Red maple,,,Poor,Aceraceae,Acer
POINT (-77.066441103399995 38.963457179400002),5510 33RD ST NW,4,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.959056821199994 38.8626752913),OPP 2205 BRANCH AVE SE,7,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.063238711500006 38.962453057700003),3105 LEGATION ST NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.982846735600006 38.8954349674),1521 ISHERWOOD ST NE,6,Ulmus 'Accolade',Elm (Accolade),,,Excellent,Ulmaceae,Ulmus
POINT (-76.992709692 38.894972245200002),402 10TH ST NE,6,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.925501901199993 38.893390573799998),5231 CLAY ST NE,7,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.987162381800005 38.8966885858),1335 EMERALD ST NE,6,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.988240674500005 38.895431610099997),423 13TH ST NE,6,Nyssa sylvatica,Tupelo,,,Dead,Nyssaceae,Nyssa
POINT (-77.043290453500006 38.921869876899997),1830 COLUMBIA RD NW,1,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.942118299200004 38.899792268799999),4208 HAYES ST NE,7,,,,,,,
POINT (-76.980376257499998 38.9311481692),1706 KEARNY ST NE,5,Pistacia chinensis,Chinese pistachio,,,Excellent,Anacardiaceae,Pistacia
POINT (-77.02545919799999 38.940758643499997),916 TAYLOR ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.019671505399998 38.882248729600001),0 INTERSTATE 395   BN,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.032030361899999 38.940860981699998),1361 TAYLOR ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.066447657300003 38.9622359217),5440 33RD ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.044967841499997 38.933067364499998),1921 PARK RD NW,1,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.029170817099995 38.922388490700001),1200 blk CLIFTON ST NW,1,Quercus rubra,Red oak,,,Excellent,Fagaceae,Quercus
POINT (-76.924822722900004 38.893495184599999),5306 CLAY TER NE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.939267899100003 38.894672665100003),312 44TH ST NE,7,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-76.972836332499995 38.895581482300003),OPP 420 24TH ST NE,7,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.951019153 38.893156406700001),3600 blk CLAY PL NE,7,Cladrastis lutea,Yellowwood,,,Poor,Fabaceae,Cladrastis
POINT (-76.997962894599993 38.8954281575),613 LEXINGTON PL NE,6,Liquidambar styraciflua,Sweetgum,,,Dead,Hamamelidaceae,Liquidambar
POINT (-76.9981880534 38.8935298922),601 C ST NE,6,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-76.94289630199999 38.878120944199999),OPP 869 ADRIAN ST SE,7,Carpinus betulus,Hornbeam (European) (Common),,,Dead,Betulaceae,Carpinus
POINT (-76.939731352 38.877069814400002),860 BURNS ST SE,7,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.073420020300006 38.955708011200002),5022 RENO RD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.941792888699993 38.910348483500002),1500 blk  ANACOSTIA AVE NE before bridge,7,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.960738360400001 38.878997835600003),3200blk MINNESOTA AVE SE,7,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.071824142599993 38.9546470059),OPP 3701 FESSENDEN ST NW,3,Ostrya virginiana,American hop hornbeam,,,Good,Betulaceae,Ostrya
POINT (-77.023340168399997 38.962064639099999),719 ONEIDA PL NW,4,Quercus lyrata,Overcup oak,,,Dead,Fagaceae,Quercus
POINT (-77.007765880199997 38.959604510399998),19 MCDONALD PL NE,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.999583593400004 38.897037061200002),,,Other (See Notes),Other (See Notes),,,Excellent,,
POINT (-77.036330213599996 38.986084318700001),opp 7815 16TH ST NW,4,Malus species,Crabapple,,,Excellent,,Malus
POINT (-76.975141993199998 38.942668531499997),4300 blk 21st St NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.948093527599994 38.864199659100002),3935 PENNSYLVANIA AVE SE,7,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.047767169500005 38.899531805400002),opp 2121 H ST NW,2,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.958318649600002 38.9206898045),opp. 2250 SOUTH DAKOTA AVE NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.070382581399997 38.914501809599997),3524 S ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.991642868499994 38.875668495299998),1200 BLK 11TH ST SE,6,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.043630231099996 38.929262231199999),1849 IRVING ST NW,1,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.977558184700001 38.945883073700003),4500 blk EASTERN AVE NE/Allison St,5,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.023603980399997 38.948622562700002),4803 8TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.04178366399999 38.899312823300001),700 blk 18TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.952441380699995 38.892270154499997),178 36TH ST NE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.9392697392 38.894001184700002),212 44TH ST NE,7,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.942539588399995 38.895734997700004),400 BLK 42ND ST NE,7,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.990164937 38.895052409800002),407 12TH ST NE,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-77.051478136699998 38.903407475400002),1000 24TH ST NW,2,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.074303637200003 38.9144934734),3801 S ST NW,2,,,,,,Aceraceae,Acer
POINT (-76.936580779899998 38.882814722799999),4434 FALLS TER SE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.937688268800002 38.895636992500002),509 45TH ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.066321489700002 38.967049709800001),5809 33RD ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.007174904400003 38.966996651800002),6319 KANSAS AVE NE,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.069400571 38.967886610500003),5902  BROAD BRANCH RD NW,3,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.963019891800002 38.869306102899998),1700 BLK 31ST ST SE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.093084769200004 38.952069726200001),4704 DAVENPORT ST NW,3,Acer saccharum,Sugar maple,,Borer,Fair,Aceraceae,Acer
POINT (-76.938169862600006 38.896740113299998),4423 EDSON PL NE,7,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.993135911099998 38.896284698199999),914 MARYLAND AVE NE,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.913735131199999 38.894286612099997),300 BLK 61ST ST NE,7,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.983027906100006 38.894742814300002),1517 D ST NE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.070870641400006 38.942275563400003),3657 UPTON ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-76.991620694100007 38.887027515100002),217 11TH ST SE,6,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.943472891900001 38.904259834100003),1046 42ND ST NE,7,Magnolia grandiflora,Southern magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.072509539799995 38.965864752900004),3701 NORTHAMPTON ST NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.082879738900004 38.9509952871),4208 CHESAPEAKE ST NW,3,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.009787968699996 38.879357744),OPP 10 I ST SW,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.985153383099998 38.920038053500001),1320 ADAMS ST NE,5,Laburnum species,Golden chain tree,,,Fair,Fabaceae,Laburnum
POINT (-77.007595875099994 38.921360931800002),32 BRYANT ST NE,5,Acer platanoides,Norway maple,,,Poor,Aceraceae,Acer
POINT (-76.956006941400005 38.887033079600002),218 35TH ST SE,7,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.945585758600004 38.885272517099999),345 BURNS ST SE,7,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.017123221099993 38.9404456786),4000 4TH ST NW,4,Acer platanoides 'Summershade',Summershade Norway maple,,,Good,Aceraceae,Acer
POINT (-76.980695233399999 38.888029067700003),118 17TH ST SE,6,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.959039428099999 38.886759771199998),3317 CROFFUT PL SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.026382019099998 38.971522727599996),837 WHITTIER PL NW,4,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.003445289400005 38.9163301281),1925 2ND ST NE,5,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.077587588699998 38.923683779),3901 DAVIS PL NW,3,Gymnocladus dioicus,Kentucky coffeetree,,,Excellent,Fabaceae,Gymnocladus
POINT (-77.021770052799994 38.886829914700002),200 BLK 7TH ST SW,6,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.055540722499998 38.910531923699999),2700 blk Q ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.036732586799999 38.9190061782),1600 blk FLORIDA AVE NW,1,Quercus robur fastigiata,Columnar English oak,,,Excellent,Fagaceae,Quercus
POINT (-76.973490626 38.872020339),2237 MINNESOTA AVE SE,8,,,,,,Fagaceae,Quercus
POINT (-76.996109457299994 38.896930698699997),525 7TH ST NE,6,,,,,,,
POINT (-76.956726047900005 38.871079863299997),1422 34TH ST SE,7,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-77.002760913800003 38.822410755900002),4650 SOUTH CAPITOL ST BN,8,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-76.966800405399994 38.869277514),1700 blk 28TH PL SE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.981132096899998 38.8708017935),1630 Q ST SE,8,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.960236285400001 38.868056960399997),OPP TO 1800 BRANCH AVENUE SE,7,Quercus lyrata,Other (See Notes),,,Good,Null,Other
POINT (-77.082430250399995 38.935476570299997),4201 MASSACHUSETTS AVE NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.960203328299997 38.867915639099998),opp 1802 BRANCH AVE SE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.928244076400006 38.888766096200001),OPP 5050 CENTRAL AVE SE,7,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.913880495900003 38.895763356800003),6000 BLK EADS ST NE,7,,,,,,,
POINT (-76.992714157899997 38.883775416299997),403 10TH ST SE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.032087098199995 38.910513023299998),1526 14TH ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.996236685599996 38.893333585199997),228 7TH ST NE,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-77.000793928600004 38.882722385299999),334 SOUTH CAROLINA AVE SE,6,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.928200539499997 38.886213569399999),201 51ST ST SE,7,Acer platanoides,Norway maple,,,Dead,Aceraceae,Acer
POINT (-77.030314814199997 38.908277184399999),1337 VERMONT AVE NW,2,,,Hypoxylon,,,Fagaceae,Quercus
POINT (-77.044006435699998 38.925435521200001),1820 CLYDESDALE PL NW,1,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.951533507799994 38.892455016),3600 BLK BLAINE ST NE,7,,,,,,,
POINT (-76.953706649099999 38.887542357599997),3641 B ST SE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.0686965891 38.933275274499998),3200 35TH ST NW,3,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.025833924899999 38.893655759700003),200 BLK 10TH ST NW,2,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.062708950900003 38.940898827600002),3000 TILDEN ST NW median,3,Acer campestre,Hedge maple,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.008049619 38.906405515599999),33 PATTERSON ST NE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.955041293299999 38.8616147619),3624 AUSTIN ST SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.973368429499999 38.847243486700002),OPP 2106 SAVANNAH ST SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.006901714199998 38.942054612299998),unit blk FORT DR NE,5,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.091568711799994 38.944840411599998),4619 WARREN ST NW,3,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.027569011 38.952016829599998),5100 GEORGIA AVE NW,4,,,,,Good,Fagaceae,Quercus
POINT (-76.912630761900004 38.894498473399999),OPP 6119 DIX ST NE,7,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.995640621600003 38.897273203200001),711 F ST NE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.931391892600004 38.892477578200001),4900 BLK BROOKS ST NE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.092679765400007 38.952515957700001),4804 47TH ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.062029154699999 38.941067856099998),3001 BLK TILDEN ST NW,3,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.060760997399996 38.941077796),2955 TILDEN ST NW,3,,,,,,,
POINT (-76.934942697099999 38.890632592199999),106 47 ST NE,7,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.974274763 38.849668552099999),3313 22ND ST SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.069888612200003 38.939140466399998),3517 RODMAN ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.026970574700002 38.939698141100003),960 SHEPHERD ST NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.028249428799995 38.912252794899999),1642 VERMONT AVE NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.063951018 38.962719166799999),opp 5435 32ND ST NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.957700602499997 38.863018535400002),2117 34TH ST SE,7,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-76.983140750700002 38.861079377599999),2300 BLK 16TH ST SE,8,Acer rubrum,Red maple,,,Poor,Aceraceae,Acer
POINT (-76.953370296599999 38.864930231300001),opp 3707 ALABAMA AVE SE,7,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.00709974 38.945149370800003),66 WEBSTER ST NE/clermont,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.974205604100007 38.863706928399999),2300 GOOD HOPE RD SE,8,Styphnolobium japonicum,Japanese pagodatree,,,Dead,Fabaceae,Styphnolobium
POINT (-76.987187901200002 38.858267447300001),OPP 1446 BLK HOWARD RD SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.083479432700003 38.9099683998),1530 FOXHALL RD NW,3,Koelreuteria paniculata,Goldenrain tree,,,Excellent,Sapindaceae,Koelreuteria
POINT (-77.001775586700006 38.933847252500001),0 HAREWOOD RD NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.071613570099998 38.920027819),opp 2300 HALL PL NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.0573447493 38.968287460500001),5900 MORELAND ST NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.952708877 38.866265696799999),3800 BLK PENNSYLVANIA AVE SE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.082122757799993 38.909694277699998),4435 VOLTA PL NW,3,Zelkova serrata,Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-76.9610579796 38.882894446),opp 3203 E ST SE,7,Cladrastis lutea,Yellowwood,,,Fair,Fabaceae,Cladrastis
POINT (-77.069970746500005 38.952286500200003),3815 FORT DRIVE NW,3,,,,,,,
POINT (-76.923347721 38.883595738),5405 CALL PL SE,7,Koelreuteria bipinnata,Chinese flame tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.921907773599997 38.883404674799998),OPP 5520 CALL PL SE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.979354510899995 38.902453042700003),opp 1658 K ST NE,5,,,,,,,
POINT (-76.9462822757 38.9052239755),1145 40TH ST NE,7,,,,,,,
POINT (-77.025854666399994 38.954042411300001),"Illinois Ave.,9th St.,Ingraham St.,NW",4,,,,,,,
POINT (-77.017922647899994 38.952191271),400 GALLATIN ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.991472286 38.924760313),2725 10TH STREET NE,5,,,,,,,
POINT (-76.995779955499998 38.950002298199998),719 EMERSON ST NE/6th Pl,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.987303082300002 38.8584637262),1438 HOWARD RD SE,8,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.063821194200003 38.969142280900002),6001 32ND ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.021088727399999 38.906674835499999),600 BLK N ST NW (park tree),6,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Acer
POINT (-77.023286802699999 38.973543354900002),700 BUTTERNUT ST NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.023349784900006 38.973538446600003),702 BUTTERNUT ST NW,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.970953427699996 38.927771702500003),2502 Hamlin St NE,5,,,,,,,
POINT (-76.988923712599998 38.904466763099997),opp 1234 MONTELLO AVE NE,5,,,,,,,
POINT (-76.994895045500002 38.946852930299997),4717 8TH ST NE,5,Magnolia Species,Magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.100828632200006 38.940533398699998),5032 TILDEN ST NW,3,Acer rubrum,Red maple,,,Excellent,Aceraceae,Acer
POINT (-77.029971012 38.954055946),1300 INGRAHAM ST NW,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.052855775699996 38.926059628600001),2715 CONNECTICUT AVE NW,1,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.053374347100004 38.9256774881),2607 WOODLEY RD NW,3,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-76.9741327638 38.853486967800002),3016 22ND ST SE,8,Acer saccharinum,Silver maple,,,Fair,Aceraceae,Acer
POINT (-76.946252500599996 38.905104925),4008 LEE ST NE,7,,,,,,,
POINT (-77.037636009699995 38.908748026),1600 BLK O ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.931008135100001 38.889999344800003),4924 CENTRAL AVE NE,7,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.932538625399999 38.906024573499998),4821 MEADE ST NE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.989316606800003 38.921320235899998),1100 blk BRENTWOOD RD NE,5,Nyssa sylvatica,Tupelo,,,Fair,Nyssaceae,Nyssa
POINT (-77.024740496800007 38.943009462900001),813 VARNUM ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.991245564400003 38.896849706300003),1105 MARYLAND AVE NE,6,Other (See Notes),Other (See Notes),,,Fair,Null,Other
POINT (-76.988818636299996 38.896174810200002),1242 E ST NE,6,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.025900236599995 38.916021634400003),1900 VERMONT AVE NW median,1,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.012041248100005 38.898159289),601 NEW JERSEY AVE NW,6,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.002229074699997 38.905704600299998),200 BLK M ST NE,6,Quercus shumardi,Shumard oak,,,Dead,Fagaceae,Quercus
POINT (-77.011566282 38.916954512),74 U ST NW,5,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.025847994599999 38.916108034200001),1900 VERMONT AVE NW median,1,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.054386103799999 38.916248647499998),2420 TRACY PL NW,2,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.9705372759 38.845760212199998),3472 24TH ST SE,8,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.997125596299995 38.948431691499998),4906 7TH ST NE,5,Quercus falcata,Southern red oak,,,Good,Fagaceae,Quercus
POINT (-76.970160561399993 38.899778605400002),700 blk 26th St NE/Benning Rd,5,,,,,,,
POINT (-77.032155072400002 38.924925434400002),2701 14TH ST NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.968155695600004 38.928130112),2951 SOUTH DAKOTA AVE NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
