xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.992583547099997 38.900482139600001),800 BLK 10TH ST NE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.054681905600006 38.9020154723),955 26TH ST NW,2,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.020324846199998 38.905603826899998),606 M ST NW,2,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-76.974111261499999 38.900375066),opp 802 21ST ST NE,5,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-76.975123203699994 38.901473179699998),847 20TH ST NE,5,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-76.989961308700003 38.891641077499997),132 12TH ST NE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.015112569099998 38.881126095799999),200 BLK G ST SW,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.009641387100004 38.879359304700003),OPP 10 I ST SW,6,Magnolia virginiana,Sweetbay magnolia,,,Excellent,Magnoliaceae,Magnolia
POINT (-77.012734425 38.879658678),800 BLK DELAWARE AVE SW,6,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-77.0129813601 38.878942905800002),900 BLK DELAWARE AVE SW,6,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.019051133900007 38.876585876100002),OPP 444 M ST SW,6,Quercus species,Oak,,,Excellent,Fagaceae,Quercus
POINT (-77.013584637700006 38.868394787200003),1714 2ND ST SW,6,Tilia cordata,Littleleaf linden,,,Poor,Tiliaceae,Tilia
POINT (-77.010584850800001 38.872667227),1408 HALF ST SW,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.010584581399996 38.872755091199998),1404 HALF ST SW,6,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.047284761399993 38.913317016699999),2100 DECATUR PL NW,2,Quercus palustris,Pin oak,,,Poor,Fagaceae,Quercus
POINT (-77.0511840347 38.913408142),OPP 2310 DECATUR PL NW,2,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.052880932799994 38.9136607043),2406 MASSACHUSETTS AVE NW,2,Ulmus americana 'Princeton',Princeton elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.081874283399998 38.910835530600004),4409 Q ST NW,3,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.080668953900002 38.909800972100001),1549 44TH ST NW,3,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.085387163299998 38.909909555399999),OPP 4513 Q ST NW,3,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.984968837300002 38.887835768199999),1412 MASSACHUSETTS AVE SE,6,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-76.985574542199998 38.884977512900001),300 BLK 14TH ST SE,6,,,Ganoderma Root Rot,,,Fagaceae,Quercus
POINT (-77.085416108700002 38.910027630899997),4507 Q ST NW,3,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.050057391500005 38.918028494799998),OPP 2202 KALORAMA RD NW,2,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-77.053151188900003 38.918582498500001),20 KALORAMA CIR NW,2,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.0406909007 38.923057265300002),1750 EUCLID ST NW,1,Betula species,Birch,,,Excellent,Betulaceae,Betula
POINT (-77.0469910658 38.922093003699999),OPP 2446 20TH ST NW,1,Aesculus carnea,Red horsechestnut,,,Excellent,Hippocastanaceae,Aescululs
POINT (-77.047530062800007 38.917707502100001),2001 WYOMING AVE NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.048800984400003 38.919596869899998),2100 BLK BELMONT RD NW,1,Ginkgo biloba (male),Ginkgo (male),,,Excellent,Ginkgoaceae,Ginkgo
POINT (-76.9123587423 38.893075637300001),300 62ND ST NE,7,,,,,,Rosaceae,Prunus
POINT (-77.098379972399997 38.9329122161),4930 LOUGHBORO RD NW,3,Malus species,Crabapple,,,Excellent,Rosaceae,Malus
POINT (-77.072391834399994 38.959212691600001),5300 CONNECTICUT AVE NW,3,Quercus laevis,Turkey oak,,,Good,Fagaceae,Quercus
POINT (-77.097002546100001 38.949755856700001),4901 BRANDYWINE ST NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.073109981399995 38.959651483099996),3746 JOCELYN ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.06992257 38.96397248),3510 MORRISON ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.071004149800004 38.962039033800004),OPP 3629 LEGATION ST NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.0843834426 38.9509953373),4304 CHESAPEAKE ST NW,3,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.035313067800004 38.953691411299999),5207 COLORADO AVE NW,4,,,,,,,
POINT (-76.956648509600001 38.8676911592),opp 3350 PENNSYLVANIA AVE SE,7,Prunus Okame,Okame cherry,,,Good,Rosaceae,Celtis
POINT (-76.985425445100006 38.885025175099997),300 BLK 14TH ST SE,6,Quercus coccinea,Scarlet oak,BLS,,Fair,Fagaceae,Quercus
POINT (-77.084276379299993 38.911057979799999),1610 FOXHALL RD NW,3,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-77.082645395900002 38.909697589499999),4453 VOLTA PL NW,3,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-77.035606232099994 38.912665668099997),1500 BLK R ST NW,2,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-76.978521472300002 38.899403901699998),1722 BENNING RD NE,5,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-76.993815781500004 38.902121169200001),928 9TH ST NE,6,Acer species,Maple,,,Fair,Aceraceae,Acer
POINT (-77.023209835599999 38.930580012900002),654 KEEFER PL NW,1,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.990311254600002 38.901027119699997),828 12TH ST NE,6,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-77.027908073800006 38.923817379),1125 EUCLID ST NW,1,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.000472577 38.923950930099998),2615 4TH ST NE,5,Aesculus carnea,Red horsechestnut,,,Good,Hippocastanaceae,Aescululs
POINT (-76.933948121300006 38.899782928800001),4656 HAYES ST NE,7,,Yellowwood,,,,Aceraceae,Acer
POINT (-76.964098690200004 38.929567169800002),3028 VISTA ST NE,5,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.021903499100006 38.920486444300003),2300 BLK GEORGIA AVE NW,1,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.057567015399997 38.9237551123),2729 29TH ST NW,3,Acer rubrum,Red maple,,,Poor,Aceraceae,Acer
POINT (-76.989971277699993 38.923315977199998),1204 RHODE ISLAND AVE NE,5,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.013591498699995 38.919503599599999),2208 FLAGLER PL NW,5,,,,,,,
POINT (-77.045654306499998 38.9118332659),2014 HILLYER PL NW,2,Ginkgo biloba,Ginkgo,,,Fair,Ginkgoaceae,Ginkgo
POINT (-77.07671746 38.962036310499997),3842 LEGATION ST NW,3,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.081097310499999 38.959090445199998),4113 JENIFER ST NW,3,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-77.016571353 38.8859929455),300 BLK C ST SW,6,,,,,,,
POINT (-77.083443592199998 38.956546656599997),5151 WISCONSIN AVE NW,3,Quercus coccinea,Scarlet oak,,,Fair,Fagaceae,Quercus
POINT (-77.095109101099993 38.949649233099997),4812 BRANDYWINE ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.086495816 38.954661006199998),4400 FESSENDEN ST NW,3,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.091008631299999 38.953272276500002),OPP 4601 ELLICOTT ST NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.070495054099993 38.947958410200002),3609 ALBEMARLE ST NW,3,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.071399038600006 38.951372440199997),3646 CUMBERLAND ST NW,3,Cornus florida,Flowering Dogwood,,,Poor,Cornaceae,Cornus
POINT (-77.043378428699995 38.903891284300002),1100 blk 19TH ST NW,2,,,,,,,
POINT (-77.074528997100003 38.955672402399998),5101 38TH ST NW,3,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.924072548500007 38.883265384700003),300 BLK 54TH ST SE,7,,Black locust,,,,Fabaceae,
POINT (-77.058552456699999 38.981886652900002),7000 blk WESTERN AVE NW,4,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.016778405699995 38.972304058600002),306 ASPEN ST NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.070367599899996 38.971219671199997),3388 STEPHENSON PL NW,4,Amelanchier canadensis,Shadblow serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-77.072251761700002 38.969820172699997),3517 RITTENHOUSE ST NW,3,Aesculus carnea,Red horsechestnut,,,Good,Hippocastanaceae,Aescululs
POINT (-77.008969257 38.967470448900002),6401 NORTH CAPITOL ST BN,4,Nyssa sylvatica,Tupelo,,,Excellent,Nyssaceae,Nyssa
POINT (-76.999473830200003 38.845174088199997),550 MALCOLM X AVE SE,8,,,,,,Rosaceae,Prunus
POINT (-77.064918031700003 38.971237460200001),3214 STEPHENSON PL NW,4,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.085031384299995 38.955912963199999),4320 GARRISON ST NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.092174443600001 38.955683046700003),5000 BLK WESTERN AVE NW,3,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.080244349799997 38.952765475500001),4811 41ST ST NW,3,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.087485299799994 38.952165963200002),4427 DAVENPORT ST NW,3,Celtis laevigata,Sugarberry,,,Good,Ulmaceae,Celtis
POINT (-76.996317320700001 38.892120606299997),600 blk mass ave Ne (park),6,,Other (See Notes),,,Good,,
POINT (-76.943023005100002 38.907137685400002),OPP 4213 ANACOSTIA AVE NE,7,Nyssa sylvatica,Tupelo,,,Excellent,Rosaceae,Prunus
POINT (-77.084300332200002 38.953271535299997),4308 ELLICOTT ST NW,3,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.034354468100005 38.914884205699998),1467 SWANN ST NW,2,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.022017729200002 38.9134710071),1734 7TH ST NW,2,Quercus coccinea,Scarlet oak,,,Fair,Fagaceae,Quercus
POINT (-77.064185501799997 38.914245642899999),1703 32ND ST NW,2,Ulmus americana 'Princeton',Princeton elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.025927033200006 38.914726206200001),1817 10TH ST NW,1,Acer platanoides,Norway maple,,,Excellent,Aceraceae,Acer
POINT (-77.069780215099996 38.908757806600001),OPP 3514 P ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.029631395 38.930580743),3227 13TH ST NW,1,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.058349800499997 38.908459620099997),2902 O ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.029634635099995 38.9305034737),3227 13TH ST NW,1,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.007056488 38.905702764899999),unit blk M ST NE,6,Prunus cerasifera,Purple leaf plum,,,Excellent,Rosaceae,Prunus
POINT (-76.988286345700004 38.906880534400003),1122 PENN ST NE,5,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.081539762399998 38.9127513651),4399 RESERVOIR RD NW,3,,,,,,,
POINT (-77.029634084400001 38.930387837799998),3221 13TH ST NW,1,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-76.967715142800003 38.871222425600003),1530 28TH ST SE,7,,,,,,,
POINT (-76.997697010099998 38.877487060100002),600 blk L ST SE,6,Quercus species,,,,Fair,Ulmaceae,Ulmus
POINT (-77.071096857499995 38.922499935200001),3600 CALVERT ST NW,3,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.072264591 38.923588013299998),3626 DAVIS ST NW,3,Acer rubrum,Red maple,,,Poor,Aceraceae,Acer
POINT (-76.986866854300004 38.949639610399998),4900 blk 13TH ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.0240919469 38.915429946899998),1836 9TH ST NW,1,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.007888058199995 38.9146044895),1800 BLOCK LINCOLN RD NE,5,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.099051529899995 38.930913202799999),3024 ARIZONA AVE NW,3,Acer rubrum 'October Glory',October Glory red maple,,,Good,Aceraceae,Acer
POINT (-76.959341988700004 38.880931882200002),3200 MINNESOTA AVE SE,7,Amelanchier arborea,Downy serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-77.0314274 38.912672284400003),1325 R ST NW,2,Betula species,Birch,,,Good,Betulaceae,Betula
POINT (-77.072776818099996 38.913168200199998),1600 blk 37TH ST NW,2,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-76.987188518099998 38.944048252199998),4400 blk 13th Pl NE/Varnum St,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.021971309500003 38.944080172900001),732 WEBSTER ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.980953398 38.893191365600003),1661 C ST NE,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.926677275900005 38.890729859799997),5225 AMES ST NE,7,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.077117012800002 38.9320168283),3200 39TH ST NW,3,Quercus phellos,Willow oak,,,Excellent,Fagaceae,Quercus
POINT (-77.061839797199994 38.9648572706),3004 MCKINLEY ST NW,4,Populus species,Poplar,,,Fair,Salicaceae,Populus
POINT (-77.0968268843 38.948668573),4518 49TH ST NW,3,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.110294227799997 38.933702466900002),5742 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.0548249191 38.9097654264),1514 26TH ST NW,2,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.105898702900006 38.927640319399998),5326 SHERIER PL NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.102680773700001 38.934660746500001),5030 MACOMB ST NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.084945278600003 38.949915344499999),Opp 4600 43RD PL NW,3,Other (See Notes),Other (See Notes),,,Poor,Null,Other
POINT (-77.086148121500003 38.950367974899997),4619 44TH ST NW,3,Gymnocladus dioicus,Kentucky coffeetree,,,Excellent,Fabaceae,Gymnocladus
POINT (-77.102041245400002 38.931482377099996),5040 KLINGLE ST NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Excellent,Hamamelidaceae,Liquidambar
POINT (-76.921831276399999 38.899440390599999),805 55TH ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.077096425099995 38.947709391799997),4400 39TH ST NW,3,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-76.963721634899997 38.852744465900003),3105 NAYLOR RD SE,8,,,,,,Rosaceae,Amelanchier
POINT (-77.074670488600006 38.946877981900002),4406 38TH ST NW,3,Cercis species,Redbud,,Scale,Good,Fabaceae,Cercis
POINT (-77.077786173500002 38.944314075199998),4244 WISCONSIN AVE NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.092692210899997 38.943863141400001),4222 47TH ST NW,3,Acer buergeranum,Trident maple,,,Excellent,Aceraceae,Acer
POINT (-77.084475234699994 38.947154263),4315 ALTON PL NW,3,Acer buergeranum,Trident maple,,,Excellent,Aceraceae,Acer
POINT (-77.004019431399996 38.84517401),100 BLK MALCOLM X AVE SE,8,,,,,,Ericaceae,Oxydendrum
POINT (-77.066133344799994 38.9605362856),OPP 5353 BROAD BRANCH RD NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.927564274100007 38.890840215200001),5200 AMES ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.07123245 38.9627355278),5445 CHEVY CHASE PKWY NW,3,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.043031713700003 38.916187449799999),opp1830 FLORIDA AVE NW,1,,,,,,,
POINT (-77.071994117100004 38.960280384900003),3740 KANAWHA ST NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.995077547199998 38.883447754700001),407 8TH ST SE,6,Ulmus americana 'Princeton',Princeton elm,,,Fair,Ulmaceae,Ulmus
POINT (-76.987070318600004 38.907689482099997),OPP 1120 HOLBROOK TER NE,5,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-76.989633877499998 38.906112805200003),1114 OATES ST NE,5,Amelanchier species,Serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-77.026919639 38.9066924097),1231 11TH ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.026919225599997 38.9066388946),1231 11TH ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.029270440100007 38.913123758600001),1200 S STREET NW,2,,,,,,,
POINT (-76.934066758 38.899782010400003),4652 HAYES ST NE,7,,Yellowwood,,,,Aceraceae,Acer
POINT (-77.056914391399999 38.907662542499999),2730 DUMBARTON ST NW,2,Ulmus parvifolia,Chinese elm,Butt Rot,,Good,Ulmaceae,Ulmus
POINT (-77.068776058799997 38.9590820763),3621 JENIFER ST NW,3,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Excellent,Hamamelidaceae,Liquidambar
POINT (-76.922209748100002 38.9000567183),5424 JAMES PL NE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.059291944899996 38.918567182099999),2929 MASSACHUSETTS AVE NW,3,,,,,,Tiliaceae,Tilia
POINT (-76.983573338200003 38.903416161800003),1400 BLK OATES ST NE,5,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-77.021667086199997 38.900808509199997),600 BLOCK I ST NW,2,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.974112971799997 38.9006259903),813 21ST ST NE,5,Quercus alba,White oak,,,Good,Fagaceae,Quercus
POINT (-77.075539695499998 38.9394483982),3801 RODMAN ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.024077856399998 38.913926824199997),OPP 1739 9TH ST NW,2,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.059231646800001 38.912287578300003),OPP 1650 30TH ST NW,2,Ostrya virginiana,American hop hornbeam,,,Good,Betulaceae,Ostrya
POINT (-77.062103798600006 38.9109928309),1619 31ST ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.024529369 38.9126625301),911 R ST NW,6,Platanus occidentalis,American sycamore,,,Fair,Platanaceae,Platanus
POINT (-76.937769697500002 38.913283460400002),1500 BLK ANACOSTIA AVE NE,7,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Fair,Rosaceae,Prunus
POINT (-77.018746348799993 38.913311680699998),444 RHODE ISLAND AVE NW,2,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-76.936360276900004 38.909461773799997),0 KENILWORTH AVE NE,7,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.056881424300002 38.906917538199998),2725 N ST NW,2,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.059435481099996 38.906891651199999),3001 N ST NW,2,Betula species,Birch,,,Good,Betulaceae,Betula
POINT (-77.01839035 38.906500619299997),477 RIDGE ST NW,2,Platanus occidentalis,American sycamore,,,Fair,Platanaceae,Platanus
POINT (-76.998890595199995 38.905588659899998),513 M ST NE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.941639598699993 38.908503532700003),4305 ORD ST NE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.001356559100003 38.903840372499999),1112 ABBEY PL NE,6,Ginkgo biloba,Ginkgo,,,Fair,Ginkgoaceae,Ginkgo
POINT (-77.079820086799998 38.920104948700001),2224 40TH PL NW,3,Ginkgo biloba (female),Ginkgo (female),,,Excellent,Ginkgoaceae,Ginkgo
POINT (-77.089368750800006 38.949653903),4514 BRANDYWINE ST NW,3,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-77.082765697 38.949650600699997),4214 BRANDYWINE ST NW,3,Celtis laevigata,Sugarberry,,,Good,Ulmaceae,Celtis
POINT (-77.098355841300005 38.919350058100001),4901 MACARTHUR BLVD NW,3,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.0911353897 38.932586956100003),opp 3207 FOXHALL RD NW,3,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-77.088445825199997 38.9259209549),4432 EDMUNDS ST NW,3,Prunus Okame,Okame cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.091438929700004 38.9330256183),Opp 3244 NEBRASKA AVE NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.061966577 38.949732832499997),3001 BRANDYWINE ST NW,3,Syringa reticulata,Lilac,,,Excellent,Oleaceae,Syringa
POINT (-77.079816069800003 38.919745791),2212 40TH PL NW,3,Ginkgo biloba (male),Ginkgo (male),,,Excellent,Ginkgoaceae,Ginkgo
POINT (-76.918353281400002 38.895876123699999),5700 blk EADS ST NE,7,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-77.086894770599997 38.927586275199999),4411 GARFIELD ST NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.100380763399997 38.921095124799997),2324 NEBRASKA AVE NW,3,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.0715933619 38.924666134100001),3620 EDMUNDS ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.006626839 38.944435277799997),opp 4424 1ST PL NE,5,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.050698614 38.903696365400002),2312 L ST NW,2,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-77.005459136699997 38.943499763299997),107 VICTOR ST NE,5,Acer species,,,,Good,Aceraceae,Acer
POINT (-77.031761800599995 38.944660020100002),OPP 4424 ARKANSAS AVE NW,4,Taxodium distichum,Bald cypress,,,Good,Cupressaceae,Taxodium
POINT (-77.030935127 38.932671512399999),OPP 3123 HOLMEAD PL NW,1,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.000502193599999 38.9021411632),OPP 938 4TH ST NE,6,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.919219867300001 38.893237619899999),315 57TH ST NE,7,Quercus rubra,Red oak,,,Poor,Fagaceae,Quercus
POINT (-76.919541850800002 38.892327616),233 57TH ST NE,7,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.982729188700006 38.890885045700003),1521 A ST NE,6,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.032295992900004 38.944051976399997),1300 BLK WEBSTER ST NW,4,Quercus robur fastigiata,Columnar English oak,,,Dead,Fagaceae,Quercus
POINT (-76.919905722500005 38.891659161900002),OPP 209 57TH ST NE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.983565644199999 38.890481615600002),21 15TH ST NE,6,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.022040061599995 38.879635193799999),801 7TH ST SW,6,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.920930334299996 38.893543384300003),313 56TH ST NE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.022476282200003 38.878969756399997),800 BLK 7TH ST SW,6,Quercus palustris,Pin oak,Hypoxylon,,Poor,Fagaceae,Quercus
POINT (-76.949488059800004 38.887457417599997),3941 BURNS PL SE,7,Quercus coccinea,Scarlet oak,,,Fair,Fagaceae,Quercus
POINT (-76.983593085099997 38.890135816099999),Opp 2 15TH ST NE,6,Quercus rubra,Red oak,,,Good,Null,Quercus
POINT (-77.008861655700002 38.883588589299997),UNIT BLK CANAL ST SE,6,,,,,,Lythraceae,Lagerstroemia
POINT (-77.07746424 38.943219065400001),3901 VAN NESS ST NW,3,Quercus lyrata,Overcup oak,,,Excellent,Fagaceae,Quercus
POINT (-77.0970027547 38.943224486600002),4900 blk VAN NESS ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.004963826899996 38.962754902100002),108 Peabody st ne,4,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.005156667199998 38.962755454400003),106 Peabody st ne,4,Acer saccharinum,Silver maple,,,Excellent,Aceraceae,Acer
POINT (-77.0054026368 38.962753802800002),104 Peabody st ne,4,Acer saccharinum,Silver maple,,,Excellent,Aceraceae,Acer
POINT (-77.069609380599999 38.9262319256),3507 FULTON ST NW,3,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.075609461799999 38.932106009599998),3844 WOODLEY RD NW,3,Pyrus calleryana 'Bradford',Bradford callery pear,,,Good,Rosaceae,Pyrus
POINT (-77.098249051099998 38.946353545),4921 YUMA ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.080581531799993 38.9440409503),4235 NEBRASKA AVE NW,3,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.075522648200007 38.932097884800001),3838 WOODLEY RD NW,3,Cercis species,Redbud,,,Excellent,Fabaceae,Cercis
POINT (-76.930942490600003 38.890838969900003),4900 BLK AMES ST NE,7,,Kentucky coffeetree,,,,Null,Other
