xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-77.006028383 38.936072926900003),SCALE GATE RD NE,5,Pinus taeda,Loblolly Pine,,,Good,Pinaceae,Pinus
POINT (-77.009223988499997 38.913919819100002),1742 NORTH CAPITOL ST NW,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.018390109600006 38.928695250700002),opp 3012 park pl nw,1,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-76.9813993888 38.914249892100003),OPP 2046 WEST VIRGINIA AVE NE,5,Malus species,Crabapple,,,Excellent,Rosaceae,Malus
POINT (-77.040768587900004 38.914895205599997),1755 SWANN ST NW,2,Other (See Notes),Other (See Notes),,,Poor,Null,Other
POINT (-77.010955552799999 38.821451955),4600 BLK MARTIN LUTHER KING JR AVE SW,8,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.091147249599999 38.932257134899999),3104 FOXHALL RD NW,3,Quercus rubra,Red oak,,Scale,Fair,Fagaceae,Quercus
POINT (-76.985692249799996 38.879066354199999),1300 BLK IVES PL SE,6,Quercus species,Oak,,,Good,Fagaceae,Quercus
POINT (-76.998290178 38.950101901899998),opp 623 EMERSON ST NE,5,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.930159771099994 38.903532022199997),4900 BLK SHERIFF RD,7,Quercus macrocarpa,Bur oak,,,Fair,Fagaceae,Quercus
POINT (-77.01208935 38.915185297400001),1829 1ST ST NW,5,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-76.918842302200005 38.892144911800003),OPP 241 57TH PL NE,7,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.982385298899999 38.862770770300003),1600 BLK GALEN ST SE,8,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-76.999738850200004 38.961219873300003),541 OGLETHORPE ST NE,4,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.928338331500001 38.903445690600002),5073 SHERIFF RD NE,7,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.085044348400004 38.953482690900003),4900 43RD PL NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.091492120699996 38.9521681039),4613 DAVENPORT ST NW,3,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-77.086276223699997 38.943361281),4200 44TH ST NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.086278085499998 38.9434777325),4200 44TH ST NW,3,Prunus species,Cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.086274509299997 38.943555153699997),4200 44TH ST NW,3,Prunus species,Cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.086287203400005 38.943722855399997),4200 44TH ST NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.034045938899993 38.9554385307),5404 COLORADO AVE NW,4,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-76.935725235700005 38.9108469504),1564 KENILWORTH AVE NE,7,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-76.935989087199999 38.910539077899998),1530 KENILWORTH AVE NE,7,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.069533014399994 38.961453639600002),5410 NEVADA AVE NW,3,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.001445013500003 38.824252847700002),4548 3RD ST SE,8,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.026629766599996 38.931427478499998),3300 BLK SHERMAN AVE NW (MEDIAN),1,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.0473725935 38.914889035599998),2121 BANCROFT PL NW,2,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.043503088700007 38.911617182800001),1612 19TH ST NW,2,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.972443236199993 38.900708019299998),,5,Ulmus americana 'Jefferson',Jefferson Elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.970489463500002 38.901792068500001),,5,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-76.9703607175 38.901798330600002),,5,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-77.026016703 38.943365576200001),4310 GEORGIA AVE NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.970414361600007 38.901846339800002),,5,Betula nigra,River birch,,,Excellent,Betulaceae,Betula
POINT (-76.970602116199998 38.902217888300001),,5,Cornus species,Dogwood,,,Excellent,Cornaceae,Cornus
POINT (-77.063231034699996 38.926963683799997),opp 2820  32ND ST NW,3,Ulmus americana 'New Harmony',New Harmony elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.985423150599999 38.887307709600002),OPP 211 14TH ST SE,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.974058917299999 38.843872840700001),2000 BLK MISSISSIPPI AVE SE,8,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.930720259400005 38.876347663600001),5010 SOUTHERN AVE SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.939352447199994 38.880647640399999),4712 ALABAMA AVE SE,7,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.976160536799995 38.938804045399998),4013 20TH ST NE,5,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.059967026300001 38.928967007399997),3002 CATHEDRAL AVE NW,3,Quercus nuttallii,Nuttall oak,,,Excellent,Fagaceae,Quercus
POINT (-77.0435470993 38.896624987199999),514 19TH ST NW,2,Acer saccharum,Sugar maple,,,Dead,Aceraceae,Acer
POINT (-76.998383746599998 38.895840382099998),429 6TH ST NE,6,Betula nigra,River birch,,,Fair,Betulaceae,Betula
POINT (-77.0001145759 38.896072544399999),413 E ST NE,6,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.033333221700005 38.950973042500003),5011 14TH ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.016339114199994 38.953194940099998),300 HAMILTON ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.996466746500005 38.9506075579),701 FARADAY PL NE,5,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.966793474400006 38.872998604400003),2814 O ST SE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-77.055377603899998 38.949183247599997),4540 28TH ST NW,3,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.027810418499996 38.981191980600002),7523 12TH ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.985435643599999 38.928911988),OPP 1415 IRVING ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.005775215900002 38.9023524244),0 1ST ST NE,6,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.962138493200001 38.863632631199998),3111 W PL SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.035008636699999 38.960326965),1423 MANCHESTER LN NW,4,Cornus florida,Flowering Dogwood,,,Good,Cornaceae,Cornus
POINT (-77.056433242500006 38.952908201900001),2805 CHESTERFIELD PL NW,3,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.056417597199996 38.9526945872),"2807 Chesterfield St, NW",3,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-76.990844668199998 38.841239652699997),1107 CONGRESS ST SE,8,Gleditsia triacanthos var. inermis 'Skyline',Skyline honeylocust,,,Excellent,Fabaceae,Gleditsia
POINT (-76.991958370199995 38.904618795799998),1103 MORSE ST NE,5,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.970427278200006 38.8694378852),2503 R ST SE,7,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-76.999879191 38.905705098200002),414 M Street NW,6,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.997092324099995 38.903798396200003),642 L ST NE,6,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.001698173500003 38.903790823900003),300 Blk of L street NW,6,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.002404357499998 38.884336199099998),200 BLK D ST SE,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.016905006399995 38.829557672699998),4000 OVERLOOK AVE SW,8,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.027014802599993 38.947973368699998),4710 GEORGIA AVE NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.079055466200003 38.949748798500003),4001 BRANDYWINE ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.978543935100006 38.903772537099996),1740 L ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.018994893300004 38.906419420100001),1204 5TH ST NW,2,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.010214760899999 38.830067845899997),4011 1ST PL SW,8,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.010225679399994 38.830202311199997),4007 1ST PL SW,8,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.065263280899998 38.913649414399998),3260 R ST NW,2,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-76.985463101600004 38.906286651499997),1255 QUEEN ST NE,5,Quercus bicolor,,,,Excellent,Fagaceae,Quercus
POINT (-76.981467851800005 38.920265070699998),2244 16TH ST NE,5,Acer saccharinum,Silver maple,,,Excellent,Aceraceae,Acer
POINT (-77.002112044300006 38.879105196499999),900 blk 3RD ST SE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.016893660700006 38.962656773399999),330 PEABODY ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.013695887400004 38.892300858799999),200blk 2ND ST NW,6,Koelreuteria paniculata,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.004017167900003 38.929515455100002),0 MICHIGAN AVE NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.036418312500004 38.948704178),4800 BLK 16TH ST NW [MEDIAN],4,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.029787904900004 38.944884050299997),4400 BLK 13th ST NW,4,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-77.029624728399995 38.945569260600003),4515 13th ST NW,4,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.970599434099995 38.902495504699999),,5,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.006197448099996 38.8850172175),51 D ST SE,6,Chionanthus retusus,Chinese Fringetree,,,Excellent,Oleaceae,Chionanthus
POINT (-76.982925238199996 38.904091333499998),1424 Holbrooke St NE,5,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.058798761700004 38.972794874800002),3008 TENNYSON ST NW,4,Cercis species,Redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.059124634300005 38.972795888100002),3018 TENNYSON ST NW,4,Amelanchier arborea,Downy serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-77.003358096499994 38.8775800588),200 BLK L ST SE,6,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.009312388500007 38.954680780799997),unit block INGRAHAM ST NW,4,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.066176052399996 38.913784122199999),3259 R ST NW,2,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.06485958499999 38.913636830400002),3224 R ST NW,2,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.046588296 38.896243038199998),500 BLK 21ST ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.038879680799994 38.947428531699998),4724 17TH ST NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.977556860299998 38.900085457899998),700 blk 18TH ST NE/Benning Rd,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.988896706399998 38.8827641309),1235 E ST SE,6,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-76.924829338500004 38.904719542899997),OPP 5155 LEE ST NE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.944207884099995 38.870576704500003),4101 ALABAMA AVE SE,7,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.101787182300001 38.932260832399997),5024 LOWELL ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.974420853 38.896999109500001),530 21ST ST NE,7,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.077860047800002 38.919736824200001),2215 39TH PL NW,3,Ginkgo biloba (female),Ginkgo (female),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.035134631 38.916333036799998),1505 CAROLINE ST NW,2,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.953046320300004 38.867434258700001),1800 BLK 38TH ST SE,7,,,,,,,
POINT (-76.932399847900001 38.877582517199997),1179 46TH PL SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.012491568499996 38.9154671517),100 Rhode Island Ave NW,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.020302860900003 38.957467756299998),opp 505 LONGFELLOW ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.98130524299999 38.930110673),1600 blk JACKSON ST NE,5,Morus alba,Mulberry,,,Dead,Moraceae,Morus
POINT (-77.014139992400004 38.967929755),6418 BLAIR RD NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.988893790700004 38.902288163599998),1246 FLORIDA AVE NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.043047079399997 38.923803513700001),1788 LANIER PL NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.996021675199998 38.9025821878),700 K ST NE,6,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.995095632499996 38.902617151500003),OPP 724 WEST VIRGINIA AVE NE  (IN MEDIAN),6,Juniperus virginiana,Eastern redcedar,,,Excellent,Cupressaceae,Juniperus
POINT (-77.086557443299995 38.944844045899998),4405 WARREN ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.035277388599994 38.978141300799997),7254 15th PL NW,4,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.035192596399995 38.977922686299998),7244 15th PL NW,4,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.035135872500007 38.977654487800002),7238 15th PL NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.034964143899998 38.978650495799997),1430 FLORAL ST NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.0037000839 38.883167323),155 E ST SE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.070418679 38.939135283500001),3521 RODMAN ST NW,3,Quercus palustris,Pin oak,,,Poor,Fagaceae,Quercus
POINT (-77.019411096400006 38.947713356900003),opp 4704 5TH ST NW,4,Quercus robur fastigiata,Columnar English oak,,,Poor,Fagaceae,Quercus
POINT (-77.021110370700001 38.960731700399997),5811 6TH ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.041492145800007 38.946251478299999),4605 BLAGDEN AVE NW,4,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.040330978100002 38.916255785200001),1752 WILLARD ST NW,2,Liquidambar styraciflua 'Slender Silhouette',Slender Silhouette Sweetgum,,,Good,Altingiaceae,Liquidambar
POINT (-76.990020015699997 38.884055462500001),1200 BLK D ST SE,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.047608400300007 38.911012285799998),2118 MASSACHUSETTS AVE NW,2,Tilia tomentosa,Silver linden,,,Excellent,Tiliaceae,Tilia
POINT (-76.997642923300006 38.946336629199998),614 BUCHANAN ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.029788310100002 38.942420513800002),,4,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-76.972999423499999 38.843806623200003),OPP 2110 MISSISSIPPI AVE SE,8,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.059591539300001 38.972891237399999),OPP 3030 TENNYSON ST NW,4,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.03701423299999 38.9688077096),1605 UNDERWOOD ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.003580721899993 38.886793504800004),0 2ND ST SE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.049753493300003 38.9117591515),2220 MASSACHUSETTS AVE NW,2,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-76.996449375200001 38.948888056199998),714 DECATUR PL NE,5,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.038390372899997 38.917253126699997),2005 17TH ST NW,1,Ulmus americana 'Augustine',Augustine elm,,,Good,Ulmaceae,Ulmus
POINT (-77.003281447899994 38.877576669600003),200 BLK L ST SE,6,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.003164306 38.877580064199996),200 BLK L ST SE,6,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.003100673399999 38.877582326700001),200 BLK L ST SE,6,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.003363877300004 38.877496405499997),200 BLK L ST SE,6,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.003288675199997 38.877497538100002),200 BLK L ST SE,6,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.036959866199993 38.9874254502),1611 MYRTLE ST NW,4,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-76.942535198 38.894425267899997),255 42ND ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.030425663800003 38.908092122200003),1331 VERMONT AVE NW,2,Quercus shumardi,Shumard oak,,,Good,Fagaceae,Quercus
POINT (-77.012861541099994 38.892522942),100 BLOCK LOUISIANA AVE NW,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.936140529400006 38.895830962600002),4533 EADS PL NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.065322806099999 38.928593272699999),2930 33RD PL NW,3,Amelanchier arborea,Downy serviceberry,,,Excellent,Rosaceae,Amelanchier
POINT (-77.030015214200006 38.937656878799999),1309 QUINCY ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.023138642700005 38.949905053),727 EMERSON ST NW,4,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.022136568799993 38.951171760800001),5002 7TH ST NW,4,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.006114863199997 38.964316130599997),6131 SLIGO MILL RD NE,4,Quercus macrocarpa,Bur oak,,,Excellent,Fagaceae,Quercus
POINT (-77.085195974900003 38.927589316599999),4339 garfield st nw ,3,Syringa reticulata,Lilac,,,Excellent,Oleaceae,Syringa
POINT (-76.985896866 38.860476323199997),1455 BANGOR ST SE,8,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-76.993012652900006 38.927540550300002),910 Hamlin St NE,5,Nyssa sylvatica,Tupelo,,,Excellent,Nyssaceae,Nyssa
POINT (-77.008194301299994 38.821179082900002),128 IVANHOE ST SW,8,Gleditsia triacanthos var. inermis,Thornless honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.008452716299999 38.821463554799998),OPP 136 IVANHOE ST SW,8,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.994056167899998 38.842303448499997),OPP 3230 WHEELER RD SE,8,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.983394741799998 38.865949025399999),OPP 1920 15TH ST SE,8,Tilia americana,American linden,,,Good,Tiliaceae,Tilia
POINT (-77.045998347500003 38.9111803077),2025 Q ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.037946669700005 38.9615637574),opp 16220 MANCHESTER LN NW,4,Other (See Notes),Other (See Notes),,,Poor,Null,Other
POINT (-77.022213139499996 38.939143762900002),3900 BLK NEW HAMPSHIRE AVE NW [MEDIAN],4,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.083234526699997 38.954660558299999),4226 FESSENDEN ST NW,3,,,,,,,
POINT (-77.001849936100001 38.903788704),300 L Street NE,6,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-77.035152830499996 38.978192820399997),7255 15th PL NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.035125112 38.978125457200001),7255 15th PL NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.062768659499994 38.956872639799997),3050 HARRISON ST NW,3,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.035183462 38.977563267500003),7234 15th PL NW,4,Taxodium distichum,Bald cypress,,,Good,Cupressaceae,Taxodium
POINT (-77.038917664500005 38.920684657099997),2316 17TH ST NW,1,Ulmus pumila,Siberian elm,,,Good,Ulmaceae,Ulmus
POINT (-76.995826318200002 38.902456303500003),701 K ST NE,6,Quercus lyrata,Overcup oak,,,Fair,Fagaceae,Quercus
POINT (-76.991433414200003 38.8878886245),148 11TH ST SE,6,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.0730673236 38.925999188299997),2727 WISCONSIN AVE NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.015779703 38.944352003900001),303 WEBSTER ST NW,4,Quercus nuttallii,Nuttall oak,,,Excellent,Fagaceae,Quercus
POINT (-77.032825834899995 38.946746755100001),4618 14TH ST NW,4,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.988377268400001 38.901663862200003),902 13TH ST NE,6,Gleditsia triacanthos var. inermis 'Shademaster',Shademaster honeylocust,,,Excellent,Fabaceae,Gleditsia
POINT (-77.067648215399998 38.971327413799997),3333 STEPHENSON PL NW,4,Quercus alba,White oak,,,Excellent,Fagaceae,Quercus
POINT (-77.008664811100004 38.922330172800002),OPP 10 CHANNING ST NE,5,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.099296114 38.932343269900002),4914 WEAVER TER NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.0995446668 38.931594364200002),5001 KLINGLE ST NW,3,Amelanchier arborea,Downy serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-76.980833443400002 38.89632319),500 BLK EAMES PL NE,6,,,,,,,
POINT (-77.0302493465 38.938732610599999),1303 RANDOLPH ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.099632131299998 38.921960894199998),2352 NEBRSAKA AVE NW,3,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.002922253600005 38.88058902),,6,Celtis laevigata,Sugarberry,,,Good,Ulmaceae,Celtis
POINT (-76.938272807100006 38.889958619399998),4200 BLK EAST CAPITOL ST NE,7,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.088506582299999 38.9399146274),4401 MASSACHUSETTS AVE NW,3,,,,,,,
POINT (-77.029792513199993 38.940114615),4010 13TH ST NW,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.025928270500003 38.908359976500002),1337 10TH ST NW,2,Prunus species,Cherry,,,Fair,Rosaceae,Prunus
POINT (-76.988488549 38.884055462299997),OPP 1250 D ST SE,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.002193810700007 38.880365852600001),200 BLK VIRGINIA AVE SE,6,Pinus strobus,White pine,,,Good,Pinaceae,Pinus
POINT (-76.988481882399995 38.835550345),OPP 4022 WHALER CT,8,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.988507409099995 38.835746779099999),4018 WHALER CT,8,Ginkgo biloba (male),Ginkgo (male),,,Fair,Ginkgoaceae,Ginkgo
POINT (-76.940597249500001 38.886890590699998),Opp 4601 TEXAS AVE SE,7,,Magnolia (Galaxy),,,Excellent,Fagaceae,Quercus
POINT (-76.988587866 38.835716596099999),OPP 4018 WHALER CT,8,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.095621223099997 38.9422748275),4829 UPTON ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.081697252500007 38.9478184799),4130 ALBEMARLE STREET NW,3,,,,,,,
POINT (-76.964166339399995 38.869658791500001),"3000 R St., SE",7,,,,,,,
POINT (-76.991494118899993 38.9385106597),1150 MICHIGAN AVENUE NE,5,,,,,,,
POINT (-76.938750543799998 38.910387472700002),4447 DOUGLAS ST NE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.982703786800002 38.846896766900002),3274 15TH PL SE,8,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.047894981499994 38.905184797300002),2150 M ST NW,2,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.965645501400004 38.872065588700004),2912 P ST SE,7,Acer saccharinum,Silver maple,,,Fair,Aceraceae,Acer
POINT (-76.996251589500005 38.880707804700002),717 7TH ST SE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.928972856599998 38.890839845400002),5022 AMES ST NE,7,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.983318220900003 38.866211951700002),OPP 1916 15TH ST SE,8,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.983294985599997 38.866299291399997),OPP 1916 15TH ST SE,8,Nyssa sylvatica,Tupelo,,,Excellent,Nyssaceae,Nyssa
POINT (-76.992366392700006 38.902456222600001),1005 K ST NE,6,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.007359461299998 38.819978805799998),151 JOLIET ST SW,8,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
