xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.999893582799999 38.905592325800001),419 M ST NE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.036800747 38.969768468300003),1600 blk VAN BUREN ST NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.069570176900001 38.906683336699999),3500 N ST NW,2,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.069373442200003 38.908764241900002),3500 blk  P ST NW,2,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.022749938700002 38.9531005483),716 HAMILTON ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.057256229100005 38.911245166),1604 28TH ST NW,2,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.017857826400004 38.928090970500001),300 MICHIGAN AVE NW/circle,1,Acer rubrum,Red maple,,,Poor,Aceraceae,Acer
POINT (-77.075105885599996 38.9471454177),3803 ALTON PL NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.030933545 38.933577861400003),opp 3461 HOLMEAD PL NW,1,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.069917696100006 38.925551430699997),2712 35TH PL NW,3,Nyssa sylvatica,Tupelo,,,Poor,Nyssaceae,Nyssa
POINT (-77.027138825799994 38.925348452900003),2724 11TH ST NW,1,Quercus macrocarpa,Bur oak,,,Good,Fagaceae,Quercus
POINT (-76.979832943299996 38.925636562299999),1720 FRANKLIN ST NE,5,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-76.973125651399997 38.871615302499997),1512 23RD ST SE,8,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.030643632600004 38.959229546099998),5729 COLORADO AVE NW,4,Quercus alba,White oak,,,Good,Fagaceae,Quercus
POINT (-77.057568064099996 38.923585326500003),2725 29TH ST NW/cleveland,3,Ulmus americana 'Princeton',Princeton elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.031996190399994 38.9257015114),1370 GIRARD ST NW,1,Acer rubrum,Red maple,,,Excellent,Aceraceae,Acer
POINT (-77.044133439299998 38.988734265600002),1903 YORKTOWN RD NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.030038296699999 38.964831117300001),6108 13TH ST NW,4,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.933208902499999 38.882399517800003),4900 BLK F ST SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.036065071400003 38.945029159500002),1500 BLK ALLISON ST NW,4,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.976592570799994 38.903021935399998),1842 MARYLAND AVE NE,5,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.997835139800003 38.905591015200002),615 M ST NE,6,Acer saccharinum,Silver maple,,,Poor,Aceraceae,Acer
POINT (-77.058673807199995 38.907728216899997),2913 DUMBARTON ST NW,2,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.021352882399995 38.908495042299997),600 blk O ST NW,2,Platanus x acerifolia 'Bloodgood',Bloodgood london plane tree,,,Good,Platanaceae,Platanus
POINT (-77.0378792347 38.899007706600003),0 JACKSON PL NW,2,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-76.9982167191 38.864365205699997),OPP 813 HOWARD RD SE,8,,,,,,Fabaceae,Cercis
POINT (-77.069009416599997 38.9086383406),OPP1426 35TH ST NW,2,Quercus bicolor,Swamp white oak,,,Fair,Fagaceae,Quercus
POINT (-76.971140639599994 38.844839667899997),2250 SOUTHERN AVE SE,8,,,,,,,
POINT (-76.940345785700003 38.907995940600003),opp 1323 44TH ST NE,7,Quercus nuttallii,Nuttall oak,,,Fair,Fagaceae,Quercus
POINT (-77.030016111899997 38.939789170499999),1301 SHEPHERD ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.9944536048 38.895547980899998),813 MARYLAND AVE NE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.086774668700002 38.925559983900001),4408 EDMUNDS ST NW,3,Prunus Okame,Okame cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.009715628799995 38.885018114899999),0 D ST SW,6,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.058636062399998 38.967184641599999),3036 OLIVER ST NW,4,Prunus species,Cherry,,,Good,Rosaceae,Other
POINT (-77.011978422300004 38.958781297),107 MADISON ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.036553571200002 38.957385418100003),1600 LONGFELLOW ST NW,4,Ulmus pumila,Siberian elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.021277801500005 38.957543449500001),611 LONGFELLOW ST NW,4,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.007049544400004 38.957615691199997),25 LONGFELLOW ST NE,4,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Excellent,Hamamelidaceae,Liquidambar
POINT (-77.009838738799999 38.957617741599996),14 LONGFELLOW ST NW,4,Quercus coccinea,Scarlet oak,,,Poor,Fagaceae,Quercus
POINT (-77.034660843699996 38.9573367172),1419 LONGFELLOW ST NW,4,Pistacia chinensis,Chinese pistachio,,,Dead,Anacardiaceae,Pistacia
POINT (-77.063241916199999 38.953367606699999),3101 ELLICOTT ST NW,3,Pistacia chinensis,Chinese pistachio,,,Dead,Anacardiaceae,Pistacia
POINT (-76.934330204800006 38.877038852),1147 46TH ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.034170424199999 38.965485717599996),1413 RITTENHOUSE ST NW,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.100756115699994 38.938253148199998),5054 SEDGWICK ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.002307501100006 38.886986546300001),235 pennsylvania ave se,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.971199265300001 38.937318802900002),3900 25TH PL NE,5,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.029539967700003 38.957235232199999),1200 BLK LONGFELLOW ST NW,4,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.024400634 38.880655563700003),800 BLK 9TH ST SW,6,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.066207812 38.971221858100002),OPP 3233 STEPHENSON PL NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.030031399099997 38.967522111599997),1388 TUCKERMAN ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.055590260100004 38.907672398700001),2624 DUMBARTON ST NW,2,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-77.030787737899999 38.965401739299999),1326 RITTENHOUSE ST NW,4,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.022501550699999 38.908495921799997),706 O ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.103465369099993 38.937463480300003),5060 OVERLOOK RD NW,3,Fagus grandifolia,American beech,,,Excellent,Fagaceae,Fagus
POINT (-76.924399284800003 38.887630386),62 53RD PL SE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-77.025762429099998 38.954930952399998),5322 9TH ST NW,4,Cornus kousa,Dogwood (Kousa),,,Excellent,Cornaceae,Cornus
POINT (-77.06394582 38.970605019700002),6120 32ND ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.029615955300002 38.961161173699999),5817 13TH ST NW,4,Acer campestre,Hedge maple,,,Excellent,Aceraceae,Acer
POINT (-76.9901778654 38.922635874800001),2400 BLK 12TH ST NE,5,,,,,,,
POINT (-76.994115136199994 38.876760746099997),opp 816 POTOMAC AVE SE,6,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.977056883399996 38.940436748800003),1925 BUNKER HILL RD NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.029620241399996 38.965570945499998),opp 6200 13TH ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.071184325800004 38.913831894799998),1700 36TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.066563755600001 38.910806698800002),3311 Q ST NW,2,Quercus shumardi,Shumard oak,,,Good,Fagaceae,Quercus
POINT (-76.994886489500004 38.898686869300001),651 8TH ST NE,6,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.999578992400004 38.898750710400002),658 5TH ST NE,6,,,,,,Tiliaceae,Tilia
POINT (-77.058266337899994 38.9100545696),1526 29TH ST NW,2,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.046083647800003 38.942666655700002),4207 BLAGDEN AVE NW,4,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.035802046800001 38.901280121500001),OPP 1575 I ST NW,2,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.990162201700002 38.943627122899997),4400 blk 12th St NE/Varnum,5,,,,,,,
POINT (-77.020781098300006 38.946250893699997),526 BUCHANAN ST NW,4,Acer saccharum,Sugar maple,,,Dead,Aceraceae,Acer
POINT (-77.057128038800002 38.907125158600003),1300 blk 28TH ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.960417029799999 38.864084215399998),2108 32ND PL SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.010038806 38.828723757100001),137 CHESAPEAKE ST SW,8,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.010689709199994 38.9148794774),49 SEATON PL NW/NORTH CAPITOL,5,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.015336992399995 38.911178623),300 blk Q ST NW,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.0259280967 38.908872607699998),1409 10TH ST NW,2,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.063746605899993 38.907812767400003),3202 O ST NW,2,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-77.079601309799997 38.961074607699999),3943 MILITARY RD NW,3,,,,,,,
POINT (-77.075494858799999 38.945591860199997),3817 WINDOM PL NW,3,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.055397175300001 38.910627956699997),2700 blk Q ST NW,2,Ulmus parvifolia,Chinese elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.106515250399994 38.934490539499997),Opp 5200 PARTRIDGE LN NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.999551208400007 38.847944255),opp 464 LEBAUM ST SE,8,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.056109035899993 38.962961856699998),OPP 5462 27TH ST NW,4,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-76.992213797299996 38.859310866199998),2612 BOWEN RD SE,8,,,,,,,
POINT (-77.092145436799996 38.951094198200003),Opp 4640 CHESAPEAKE ST NW,3,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.9985221198 38.887993994699997),123 6TH ST SE,6,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.982381038200003 38.901420637100003),opp 830 BLADENSBURG RD NE,5,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.942205239100005 38.9016781001),4300 BLK NANNIE HELEN BURROUGHS AVE NE,7,Quercus acutissima,Sawtooth oak,,,Fair,Fagaceae,Quercus
POINT (-76.983117337699994 38.895513387900003),1510 ISHERWOOD ST NE,6,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.028461505400003 38.9012800466),1200 I ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.020004440099996 38.900355885),OPP 809 6TH ST NW,2,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.053690424199999 38.902454986099997),2500 BLOCK K ST NW/ MEDIAN,2,Liquidambar styraciflua 'Slender Silhouette',Slender Silhouette Sweetgum,,,Good,Altingiaceae,Liquidambar
POINT (-76.986461687499997 38.925618806899998),1343 FRANKLIN ST NE,5,Quercus shumardi,Shumard oak,,,Good,Fagaceae,Quercus
POINT (-77.048978331699999 38.918844346699998),2310 CONNECTICUT AVE NW,2,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.974930292400003 38.925536944299999),2017 FRANKLIN ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.993602753700003 38.901282360300002),900 blk I ST NE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.944259235900006 38.903169800299999),8000 blk KENILWORTH AVE NE,7,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.962879046799998 38.856480244300002),2711 TERRACE RD SE,7,Metasequoia glyptostroboides,Dawn redwood,,,Fair,Cupressaceae,Metasequoia
POINT (-77.070212544300006 38.906071708699997),1221 36TH ST NW,2,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-77.062850498700001 38.907571491600002),3144 DUMBARTON ST NW,2,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.982151975099995 38.865621763599997),1900 BLK 16TH ST SE,8,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.070706898899999 38.9076586531),3604 O ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.0290662389 38.907300786500002),1221 N ST NW,2,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.989032361499994 38.907207168799999),1100 blk PENN ST NE,5,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.018361990200006 38.909699994699999),421 P ST NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.00914441499999 38.958882971),5702 NORTH CAPITOL ST BN,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.035354964299998 38.946089539699997),1518 BUCHANAN ST NW,4,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.024275831899999 38.981391925600001),700 HEMLOCK ST NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.0455596388 38.899634133299998),2013 H ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.992711625599995 38.880355184300001),733 10TH ST SE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.998383766100005 38.924994990800002),2715 6TH ST NE,5,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.007882330200005 38.926028401700002),18 GIRARD ST NE,5,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.068096325 38.9274603605),3418 GARFIELD ST NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Excellent,Rosaceae,Prunus
POINT (-77.027115452900006 38.960615542799999),900 BLK MISSOURI AVE NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.095150866099999 38.9413315424),4823 TILDEN ST NW,3,Quercus rubra,Red oak,,Scale,Good,Fagaceae,Quercus
POINT (-77.010261454399995 38.958688421799998),26 MADISON ST NW,4,Acer ginnala,Amur maple,,,Poor,Aceraceae,Acer
POINT (-76.965911484399996 38.858792720899999),2863 DENVER ST SE,7,,,,,,,
POINT (-77.052658597499999 38.916452646899998),opp 1921 24TH ST NW,2,,,,,,,
POINT (-77.020354028 38.944735536700001),4408 ILLINOIS AVE NW,4,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.029615977800006 38.921058711100002),2300  BLK 13TH ST NW,1,Quercus robur fastigiata,Columnar English oak,,,Fair,Fagaceae,Quercus
POINT (-77.067522152500004 38.9391416741),3403 RODMAN ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.998311456699994 38.885543450199997),605 PENNSYLVANIA AVE SE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.003449007100002 38.922496071399998),2501 2ND ST NE,5,Cercis canadensis,Eastern redbud,,,Good,Fabaceae,Cercis
POINT (-77.074617091799993 38.915293959),3808 T ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.969468884099996 38.927678801399999),2605 HAMLIN ST NE,5,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-77.042088441900006 38.9429039077),1818 VARNUM ST NW,4,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.028810151100004 38.979353187100003),1208 GERANIUM ST NW,4,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-77.004747859099993 38.942113689599999),133 URELL PL NE,5,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-77.07074567399999 38.943118477699997),3612 VAN NESS ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.071305369300006 38.942276988300002),3665 UPTON ST NW,3,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.975323774200007 38.941745417299998),2005 UPSHUR ST NE,5,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.077936551700006 38.958414042500003),3903 INGOMAR ST NW,3,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-77.007420947499995 38.954531322599998),0 ROCK CREEK CHURCH RD NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.059185778200003 38.952753014099997),2907 ELLICOTT TER NW,3,Nyssa sylvatica,Tupelo,,,Excellent,Nyssaceae,Nyssa
POINT (-77.023968320700007 38.930072007200003),709 KENYON ST NW,1,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-76.953930524699999 38.862693650399997),3653 SUITLAND RD SE,7,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.970727183199998 38.935041423800001),2427 OTIS ST NE,5,Ostrya virginiana,American hop hornbeam,,,Good,Betulaceae,Ostrya
POINT (-77.023942449800003 38.933157295599997),3502 GEORGIA AVE NW,1,Ulmus americana 'New Harmony',New Harmony elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.043670901599995 38.916950449700003),1800 BLK VERNON ST NW,1,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.105318562199997 38.931706777099997),5534 HAWTHORNE PL NW,3,,,,,,,
POINT (-76.976156233200001 38.921433656200001),2400 BLK 20TH ST NE,5,,,,,,Null,
POINT (-77.011926537199997 38.956534941599998),102 KENNEDY ST NW,4,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.036643491700005 38.900545456700002),800 16TH ST NW,2,Quercus shumardi,Shumard oak,,,Good,Fagaceae,Quercus
POINT (-77.008811855 38.911401893700003),1607 LINCOLN RD NE,5,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-77.029626128199993 38.9511395679),5003 13TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.081116877300005 38.923686421399999),4117 DAVIS PL NW,3,Aesculus hippocastanum,Horsechestnut,,,Excellent,Hippocastanaceae,Aescululs
POINT (-77.085174024200001 38.9594217199),5300 WISCONSIN AVE NW,3,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-77.033527148900006 38.951677462399999),OPP 5015 14TH ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.013559730899999 38.952866149499997),5116 2ND ST NW,4,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.038749632299997 38.9485118116),4800 BLK 17TH ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.023931983300002 38.952756872099997),5128 8TH ST NW,4,Quercus nuttallii,Nuttall oak,,,Excellent,Fagaceae,Quercus
POINT (-77.032238883600002 38.941818710200003),1350 UPSHUR ST NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.9314452749 38.899733968200003),5002 HAYES ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.092676274499993 38.952829592100002),4822 47TH ST NW,3,Cornus kousa,Dogwood (Kousa),,,Good,Cornaceae,Cornus
POINT (-76.983561679499999 38.926948515100001),1504 GIRARD ST NE,5,Liriodendron tulipifera,Tulip poplar,,,Fair,Magnoliaceae,Liriodendron
POINT (-76.994357191500001 38.947342795399997),804 CRITTENDEN ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.036402703799993 38.955575218699998),5201 16TH ST NW,4,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.985086697400007 38.902981242499997),1300 blk NEAL ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.001369123200007 38.826506374499999),309 LIVINGSTON TER SE,8,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.055041670899996 38.9334782193),,3,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.014053355 38.905501064299997),206 NEW YORK AVE NW,6,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.984265124100006 38.902050740200004),1216 HOLBROOK ST NE,5,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.072913372900004 38.935835625499998),3427 WISCONSIN AVE NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.036727965099999 38.9624513702),1600 BLK MISSOURI AVE NW,4,Quercus phellos,Willow oak,,,Dead,Fagaceae,Quercus
POINT (-77.057136212900005 38.923227135600001),2800 CALVERT ST NW,1,Prunus species,Cherry,,,Excellent,Rosaceae,Prunus
POINT (-76.9403245118 38.887673717600002),4700 BLK TEXAS AVE SE,7,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.999189936099995 38.890897212600002),OPP 506 A ST NE,6,Pistacia chinensis,Chinese pistachio,,,Excellent,Anacardiaceae,Pistacia
POINT (-77.064798024300003 38.9236753339),3000 MASSACHUSETTS AVE NW,3,Tilia americana 'Redmond',Redmond American Linden,,,Excellent,Tiliaceae,Tilia
POINT (-77.008482289499995 38.870812448400002),UNIT BLK POTOMAC AVE SE,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-76.937826188 38.892947489),260 45TH ST NE,7,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.023194131799997 38.911083457099998),800 Q ST NW,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.007805282299998 38.911813633400001),27 QUINCY PL NE,5,Quercus species,Oak,,,Good,Fagaceae,Quercus
POINT (-77.011384056500006 38.912551882400003),74 R ST NW ,5,Tilia cordata,Littleleaf linden,,,Poor,Tiliaceae,Tilia
POINT (-77.022016840299997 38.910591752199998),1514 7TH ST NW,6,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.0238607661 38.909973146),1505 9TH ST NW,2,Quercus rubra,Red oak,,Scale,Fair,Fagaceae,Quercus
POINT (-77.040913219199993 38.939616013),1791 CRESTWOOD DR NW,4,Quercus imbricaria,Shingle oak,,,Good,Fagaceae,Quercus
POINT (-77.022916586799994 38.938790857400001),715 RANDOLPH ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.031021015199997 38.950770321900002),1312 FARRAGUT ST NW,4,Quercus palustris 'Pringreen',Green Pillar Oak,,,Good,Fagaceae,Quercus
POINT (-77.063252155599997 38.943950268499997),4225 CONNECTICUT AVE NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.010616400700002 38.913302602800002),48 RANDOLPH PL NW/N. Capitol St,5,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-76.971998563300005 38.897995666299998),2401 BENNING RD NE,7,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-77.0536266111 38.926627609500002),2601  GARFIELD ST NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.980848273399999 38.942690179499998),opp 1648 MICHIGAN AVE NE,5,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.101428008400006 38.924775372500001),5070 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.0304217077 38.904977128399999),1314  MASSACHUSETTS AVE NW,2,Ulmus americana 'Princeton',Princeton elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.057987296500002 38.902958881899998), 1001 29TH ST NW,2,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Fair,Hamamelidaceae,Liquidambar
POINT (-76.977841387300003 38.904342945),1735 LANG PL NE,5,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-76.958236387599996 38.858092951),OPP 3344 DENVER ST SE,7,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.0352311316 38.979447045100002),1435 GERANIUM ST NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.088712699 38.928486017899999),2922 45TH ST NW,3,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.999684237400004 38.886303198699999),400 BLK PENNSYLVANIA AVE SE,6,Quercus rubra,Red oak,,Scale,Good,Fagaceae,Quercus
POINT (-76.986154398500005 38.887649097400001),1364 INDEPENDENCE AVE SE,6,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.994455558400006 38.949224709500001),805 DELAFIELD ST NE,5,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.033118490299998 38.952963903099999),1300 BLK HAMILTON ST NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.937915152599999 38.882464187700002),OPP 4419 FALLS TER SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.989851116300002 38.93961453),0 SHEPHERD ST NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.0296220022 38.984585492800001),7801 13TH ST NW,4,Nyssa sylvatica,Tupelo,,,Excellent,Nyssaceae,Nyssa
POINT (-77.024397045499995 38.979053400799998),7333 8TH ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.066221402 38.9685941957),3250 QUESADA ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
