xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.9234986771 38.885916446899998),100 blk 54th Street SE,7,Ulmus americana 'Jefferson',Jefferson Elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.923566528600006 38.8856372738),202 54th Street SE,7,Ulmus americana 'Jefferson',Jefferson Elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.923605356099998 38.885468499),206 54th Street SE,7,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.021233433800006 38.943015367699999),556 varnum st nw,4,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-76.982319051399998 38.928805598899999),3017 16TH ST NE,5,,,,,,,
POINT (-76.925223861600003 38.903781476900001),5128 SHERIFF RD NE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.063543327100007 38.940608456600003),3024 TILDEN ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.985447744200002 38.889570628400001),UNIT BLOCK 14TH ST SE,6,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.998961384 38.924562034200001),400 blk EVARTS ST NE,5,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-77.051497833499994 38.898455700100001),OPP 701 24TH ST NW,2,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.976160513500005 38.932404632500003),3413 20TH ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.934429254799994 38.911656101),opp 1615 KENILWORTH AVE NE,7,Juniperus virginiana,Eastern redcedar,,,Good,Cupressaceae,Juniperus
POINT (-77.025937919699999 38.919041048399997),2129 10TH ST NW,1,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.934381917799996 38.911712268899997),opp 1615 KENILWORTH AVE NE,7,Juniperus virginiana,Eastern redcedar,,,Good,Cupressaceae,Juniperus
POINT (-76.934261792800001 38.9118505239),opp 1627 KENILWORTH AVE NE,7,Juniperus virginiana,Eastern redcedar,,,Good,Cupressaceae,Juniperus
POINT (-77.023005320699994 38.945686967599997),4501 KANSAS AVE NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.0276815701 38.929008778),opp 3109 11TH ST NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.0193258539 38.9484336111),430 DECATUR ST NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.974113830199997 38.902505719399997),867 21ST ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.008025778199993 38.850207747399999),2900 BLK SOUTH CAPITOL ST BN,8,Taxodium distichum,Bald cypress,,,Fair,Cupressaceae,Taxodium
POINT (-77.068208441099998 38.912755687199997),opp to 3410 RESERVOIR RD NW,2,Platanus x acerifolia,London plane tree,,,Fair,Platanaceae,Platanus
POINT (-77.061140416399994 38.906010490299998),1227 31ST ST NW,2,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.032988491899999 38.912569759599997),1420 R ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.991526500899994 38.832672637),800 YUMA ST SE,8,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.057120617500004 38.911876858500001),1623 28TH ST NW,2,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-77.022398877200004 38.960861144900001),5815 7TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.972017071799996 38.929213706399999),2416 IRVING ST NE,5,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.960236838200004 38.875612435800001),3219 M ST SE,7,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.949176245900006 38.886842356),3912 C ST SE,7,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-77.0649211084 38.931184227300001),opp 3230  WOODLEY RD NW,3,Celtis occidentalis,Hackberry,,,Excellent,Ulmaceae,Celtis
POINT (-77.053220272100006 38.899522194600003),700 blk New Hampshire Avenue  NW,2,Malus species,Crabapple,,,Excellent,Rosaceae,Malus
POINT (-77.053299819900005 38.8994970237),700 Blk New Hampshire  Avenue  nw,2,Malus species,Crabapple,,,Good,Rosaceae,Malus
POINT (-76.981774763900006 38.9047267),Alley behind 1110 16TH ST NE,4,Ulmus americana,American elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.0672464015 38.972051885900001),3300 BLK STUYVESANT PL NW- circle,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.993868924500006 38.901376230099999),824 I ST NE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.975671868199996 38.849757563300003),2006 SAVANNAH PL SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.060790152099997 38.9524385701),4825 LINNEAN AVE NW,3,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.036530425500004 38.949323685499998),4834 16TH ST NW,4,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-77.029740891399996 38.964009200100001),6100 BLK 13TH ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.0502340006 38.899151614799997),728 23RD ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.941034659300001 38.878221556500002),OPP 4267 HILDRETH ST SE ,7,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.031473093599999 38.935977441399999),1349 PERRY PL NW,1,,,,,,,
POINT (-76.967633273800004 38.87070066),2801 Q ST SE,7,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.967514365900001 38.870700627),2801 Q ST SE,7,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-76.940718377899998 38.8786152598),OPP 4318 H ST SE,7,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.022247993600004 38.921611716),0 GEORGIA AVE NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.043514523100001 38.904919651299998),1140 19TH ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.983586037099997 38.886325933400002),248 15TH ST SE,6,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.082435075299998 38.908558739500002),1442 FOXHALL RD NW,3,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-76.9489488424 38.8909415225),3936 AMES ST NE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.97815641299999 38.8456811641),OPP 3409 18TH ST SE,8,Quercus rubra,Red oak,Ganoderma Root Rot,,Good,Fagaceae,Quercus
POINT (-77.028489269199994 38.958414580400003),1209 MADISON ST NW,4,Platanus species,Plane tree,,,Good,Platanaceae,Platanus
POINT (-77.026914330400004 38.958446242299999),opp 920 MADISON ST NW,4,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-76.951022293199998 38.871118997499998),1504 38TH ST SE,7,,,,,,,
POINT (-76.965353879399999 38.859308461399998),2907 DENVER ST SE,7,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.937813483 38.899112318199997),4434 GAULT PL NE,7,Quercus palustris,Pin oak,Root Rot,,Fair,Fagaceae,Quercus
POINT (-76.983463925400002 38.847250594899997),1444 CONGRESS PL SE,8,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-76.972854157499995 38.860768603300002),2301 WAGNER ST SE,8,Cercis canadensis,Redbud,,,Excellent,Rosaceae,Prunus
POINT (-76.973926499699999 38.85827501),2200 BLK AINGER PL SE,8,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-76.989042970200003 38.932596568699999),1257 MONROE ST NE,5,,,,,Fair,,
POINT (-76.994584542200002 38.838671843900002),OPP 728 MISSISSIPPI AVE SE,8,Syringa reticulata,Lilac,,,Dead,Oleaceae,Syringa
POINT (-76.962622743699995 38.8568459257),2703 31ST ST SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.080244606199997 38.954076829400002),4917 41ST ST NW,3,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.090679681500006 38.948619615299997),4510 46TH ST NW,3,Amelanchier laevis,Alleghany serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-76.981445978699995 38.928108226500001),1618 HAMLIN ST NE,5,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.035956359300002 38.909600894699999),1530  P ST NW,2,Metasequoia glyptostroboides,Dawn redwood,,,Excellent,Cupressaceae,Metasequoia
POINT (-77.029635037 38.928344920900003),3019 13TH ST NW,1,Quercus robur fastigiata,Columnar English oak,,,Excellent,Fagaceae,Quercus
POINT (-77.005642693599995 38.849056468100002),2726 2ND ST SE,8,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.9793264451 38.8475169544),1700 BLK ALABAMA AVE SE,8,Quercus phellos,Willow oak,,,Poor,Fagaceae,Quercus
POINT (-77.090225769400007 38.912078588599996),4625 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.076831814499997 38.923682512600003),3835 DAVIS PL NWPL NW,3,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.086284260200003 38.957916788),5200 blk 44TH ST NW,3,Amelanchier arborea,Downy serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-77.067495516899996 38.938111507199999),3420 QUEBEC ST NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.087623107100001 38.942168584599997),4490 UPTON ST NW,3,Prunus virginiana,Chokecherry,,,Good,Rosaceae,Prunus
POINT (-77.066441747 38.967628421299999),5900 BLK 33RD ST X PATTERSON ST NW,4,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.022168352199998 38.951881421400003),5026 7TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.039697794399999 38.906066067399998),1730  RHODE ISLAND AVE NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.0683921814 38.905964490300001),3415 PROSPECT ST NW,2,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.994261643900003 38.937983516599999),905 QUINCY ST NE,5,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-77.028001351399993 38.886544400600002),200 BLK 12TH ST SW,6,Quercus alba,White oak,,,Good,Fagaceae,Quercus
POINT (-76.994594738 38.938214200399997), 704 QUINCY ST NE,4,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-76.976931611200001 38.927778973199999),1912 HAMLIN ST NE,5,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.028001161600002 38.886442590500003),200 BLK 12TH ST SW,6,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-77.060245991399995 38.972794626700001),3100 TENNYSON ST NW,4,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-76.974119862699993 38.931284212500003),3303 22ND ST NE,5,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.980653845299997 38.941786479500003),1700 blk BUNKER HILL RD NE/Michigan Ave,5,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.988984241899999 38.9362263107),1258PERRY ST NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.00165869 38.882337808499997),307 SOUTH CAROLINA AVE SE,6,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-76.994690794199997 38.8338175361),OPP 3847 8TH ST SE,8,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.068564722100007 38.907800826),3419 O ST NW,2,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-76.993825761 38.882551606600003),OPP 500 9TH ST SE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.027067344900004 38.958438440199998),opp 924 MADISON ST NW,4,Gymnocladus dioicus,Kentucky coffeetree,,,Fair,Fabaceae,Gymnocladus
POINT (-76.924382004099996 38.887028553100002),OPP 78 53RD PL SE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-77.076348963200005 38.956319823400001),3815 GRAMERCY ST NW,3,Ginkgo biloba (male),Ginkgo (male),,,Good,Fagaceae,Quercus
POINT (-77.079724054600007 38.953267654500003),4000 ELLICOTT ST NW,3,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-77.031645512799997 38.9497938393),1321 EMERSON ST NW,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.048751724900001 38.906771012699998),opp 1250 22ND ST NW,2,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-76.978544419200006 38.8389388095),1300 SOUTHERN AVE SE,8,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.950342089599999 38.8633112236),2036b FORT DAVIS ST SE,7,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.025276951899997 38.937303704900003),3700 blk 9TH ST NW,4,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-76.942187218699999 38.868339482),4202 FORT DUPONT TER SE,7,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.989749005799993 38.906161482),1110 OATES ST NE,5,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.101772848899998 38.925501509699998),5125 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.078714049699997 38.9200082606),2217 40TH ST NW,3,Amelanchier canadensis,Shadblow serviceberry,,,Fair,Rosaceae,Amelanchier
POINT (-77.098915409499995 38.942165415799998),5000 UPTON ST NW,3,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-77.036666353900003 38.945021090099999),1600 ALLISON ST NW,4,Nyssa sylvatica,Tupelo,,,Good,Nyssaceae,Nyssa
POINT (-77.090927247699994 38.925213574200001),opp 4635 DEXTER ST NW,3,Cercis canadensis,Eastern redbud,,,Fair,Fabaceae,Cercis
POINT (-77.088139721399997 38.956019464),4437 GARRISON ST NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.091025000499997 38.925235007600001),opp 4635 DEXTER ST NW,3,Cercis canadensis,Eastern redbud,,,Fair,Fabaceae,Cercis
POINT (-77.0911508099 38.925241235800002),opp 4641 DEXTER ST NW,3,Cercis canadensis,Eastern redbud,,,Fair,Fabaceae,Cercis
POINT (-77.0912992712 38.925228045600001),opp 4641 DEXTER ST NW,3,Cercis canadensis,Eastern redbud,,,Fair,Fabaceae,Cercis
POINT (-77.038087568500003 38.942893835200003),1612 VARNUM ST NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.023077258900003 38.942967858199999),734 VARNUM ST NW,4,Other (See Notes),Other (See Notes),,,Excellent,Fagaceae,
POINT (-76.955057972899994 38.858279852199999),2553 36TH ST SE,7,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.026902576099999 38.903379905500003),1000 blk 11TH ST NW,2,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-76.989717259100004 38.834986435099999),1020 WAHLER PL SE,8,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.034538033100006 38.989328258800001),1439 NORTHGATE RD NW,4,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.000679036099996 38.844642518800001),325 PARKLAND PL SE,8,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.055206677399994 38.916958122799997),2475 KALORAMA RD NW,2,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.960246938400005 38.855586428300001),2811 33RD ST SE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-77.092681415100003 38.953904025200004),4916 47TH ST NW,3,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.947039726599996 38.883827540299997),4000 ELY PL SE,7,Quercus lyrata,Overcup oak,,,Fair,Fagaceae,Quercus
POINT (-76.965407480899998 38.929240591),2900 blk CENTRAL AVE NE/Vista St,5,,,,,,,
POINT (-76.965435839500003 38.855444847800001),2715 30TH ST SE,7,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-76.965539579600005 38.855239898800001),2725 30TH ST SE,7,Carpinus caroliniana,Ironwood,,,Excellent,Betulaceae,Carpinus
POINT (-77.040981201600005 38.900138820800002),1750 H ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.03492503699999 38.959346801300001),3579 MONTAGUE ST NW,4,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-77.036181292899997 38.951824528800003),1508 GALLATIN ST NW,4,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.073364471299996 38.965862340900003),3727 NORTHAMPTON ST NW,3,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-77.074044280300001 38.961076824499997),3735 MILITARY RD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.063087296399999 38.965761298799997),3112 NORTHAMPTON ST NW,4,Koelreuteria paniculata,Goldenrain tree,,,Good,Sapindaceae,Koelreuteria
POINT (-77.0187132736 38.943713800200001),4317 NEW HAMPSHIRE AVE NW,4,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-77.001040258 38.880604686),0 VIRGINIA AVE SE,6,Lagerstroemia indica,Crape myrtle,,,Poor,Lythraceae,Lagerstroemia
POINT (-77.079527176200003 38.963145827),3935 LIVINGSTON ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.0496844165 38.891954474800002),2200 blk CONSTITUTION AVE NW,2,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.985568324100001 38.845317422500003),OPP 1380 ALABAMA AVE SE,8,Carpinus caroliniana,Ironwood,,,Good,Betulaceae,Carpinus
POINT (-76.985643367600005 38.845299375499998),OPP 1380 ALABAMA AVE SE,8,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-76.985704401800007 38.845286509300003),OPP 1380 ALABAMA AVE SE,8,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-76.985769687800001 38.845269941700003),OPP 1380 ALABAMA AVE SE,8,Prunus Okame,Okame cherry,,,Good,Rosaceae,Prunus
POINT (-77.089054891499998 38.934471745700002),4500 NEWARK ST NW,3,Morus alba,Mulberry,,,Good,Moraceae,Morus
POINT (-76.958164699099996 38.884479730499997),3342 D ST SE,7,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-77.008865547900001 38.966367474199998),opp 16 sheridan st ne,4,Zelkova serrata 'Green Vase',Green Vase Japanese zelkova,,,Excellent,Ulmaceae,Zelkova
POINT (-77.008971722 38.883949836200003),418 SOUTH CAPITOL ST BN,6,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.031663867299997 38.896203444),1331 PENNSYLVANIA AVE NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.970294386600003 38.898964799700003),700 blk 26th St NE/Benning Rd,5,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.026077312699996 38.929884189100001),775 KENYON ST NW,1,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.031149657200004 38.943953341899999),UPSHUR PARK NW(BEHIND 4112 13THST NW ),4,Quercus macrocarpa,Bur oak,,,Dead,Fagaceae,Quercus
POINT (-76.964525951499994 38.9328259153),3101 MONROE ST NE,5,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.999686072700001 38.961329145800001),526 OGLETHORPE ST NE,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.975194958100005 38.847556849299998),1915 RIDGECREST CT SE,8,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.999496258299999 38.823238160899997),4616 6TH ST SE,8,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-76.975039333799998 38.847615723),1917 RIDGECREST CT SE,8,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.1048069629 38.934349921500001),3300 BLK MAUD ST NW(SIDE OF 5101 MANNING PL NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-76.9702023225 38.937109388899998),3824 26TH ST NE/Perry St,5,Acer saccharum,Sugar maple,,,Poor,Aceraceae,Acer
POINT (-77.009193619100003 38.956839987),5500 NEW HAMPSHIRE AVE NW,4,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.023275787900005 38.886382658599999),700 BLK C ST SW,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.043716466800007 38.985794378500003),1820 PLYMOUTH ST NW,4,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-76.9658775332 38.874566670299998),2909 N ST SE,7,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.005248095599995 38.832014871799998),117 YUMA ST SE,8,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.021950502600006 38.971332986599997),617 WHITTIER ST NW,4,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.0308024407 38.934197388599998),3485 HOLMEAD PL NW,1,,,,,,,
POINT (-76.943825966199995 38.866778906900002),1555 41ST ST SE,7,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.976159072599998 38.8992701182),763 19TH ST NE,5,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.007359959499993 38.871264264),UNIT BLK POTOMAC AVE SE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.007247152900007 38.871307173700004),UNIT BLK POTOMAC AVE SE,6,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-77.007116053800004 38.871364385299998),UNIT BLK POTOMAC AVE SE,6,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.006960563099994 38.871423981600003),UNIT BLK POTOMAC AVE SE,6,Ulmus americana 'New Harmony',New Harmony elm,,,Good,Ulmaceae,Ulmus
POINT (-76.960091043299997 38.932674862900001),3409 EASTERN AVE NE,5,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.978913159300006 38.931099294399999),1805 KEARNY ST NE,5,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.032487184900006 38.9857414011),1371 LOCUST RD NW,4,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-76.969423725699997 38.927677998599997),2605 HAMLIN ST NE,5,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.916951653400005 38.894422156600001),OPP 5818 DIX ST NE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
POINT (-76.9141555944 38.894545682199997),6010 DIX ST NE,7,Celtis occidentalis,Hackberry,,,Excellent,Ulmaceae,Celtis
POINT (-76.923214199699999 38.893743341499999),302 54TH ST NE,7,Gleditsia triacanthos var. inermis 'Shademaster',Shademaster honeylocust,,,Poor,Fabaceae,Gleditsia
POINT (-76.923332731499997 38.893419624899998),300 54TH ST NE,7,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.937426089 38.8967284302),4500 BLK EDSON PL NE,7,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.923478880399998 38.8930210694),262 54TH ST NE,7,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-76.923596344499998 38.8926953259),OPP 225 54TH ST NE,7,Quercus phellos,Willow oak,,Borer,Fair,Fagaceae,Quercus
POINT (-77.028562402600002 38.910021300899999),1207 RHODE ISLAND AVE NW,2,Prunus species,Cherry,,,Fair,Rosaceae,Prunus
POINT (-77.043063615099996 38.986844749),7958 WEST BEACH DR NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-77.006022575599999 38.931662315899999),2 IRVING ST NE,5,Magnolia grandiflora,Southern magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.101018107900003 38.927552269800003),2827 HURST TER NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.001903268099994 38.848746202699999),411 LEBAUM ST SE,8,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.009258436300001 38.8796027024),820 SOUTH CAPITOL ST SW,6,Ulmus parvifolia,Chinese elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.009247372499999 38.879484392),820 SOUTH CAPITOL ST SW,6,Ginkgo biloba,Ginkgo,,,Good,Ginkgoaceae,Ginkgo
POINT (-77.02980999099999 38.931499240400001),3400 13th st nw,1,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.0297994413 38.931633859100003),3406 13th st nw,1,Other (See Notes),Other (See Notes),,,Excellent,Null,Other
POINT (-77.053446963 38.9744479895),2773 UNICORN LN NW,4,Cornus kousa,Dogwood (Kousa),,,Good,Cornaceae,Cornus
POINT (-77.023849632299999 38.903619676399998),1001 9TH ST NW,2,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.0582393225 38.909064642200001),1414 29TH ST NW,2,,,,,,Aceraceae,Acer
POINT (-77.023849632199997 38.9034965253),1001 9TH ST NW,2,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.023849632299999 38.903248135200002),1001 9TH ST NW,2,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.001658847900003 38.914877944700002),306 SEATON PL NE,5,Carpinus species,Hornbeam,,,Good,Betulaceae,Carpinus
POINT (-77.090338794900006 38.956986174500003),4546 HARRISON ST NW,3,Cercidiphyllum japonicum,Katsuratree,,,Good,Cercidiphyllaceae,Cercidiphyllum
POINT (-76.971362274499995 38.941490120200001),4213 EASTERN AVE NE/MD Russell Ave,5,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.028172017900005 38.902178491900003),900 BLK 12TH ST NW/I ST,2,Ginkgo biloba,Ginkgo,,,Fair,Ginkgoaceae,Ginkgo
POINT (-76.975575693500005 38.847414103600002),1911 RIDGECREST CT SE,8,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-76.960352583100004 38.862842764900002),3200 W ST SE,7,Syringa reticulata,Lilac,,,Good,Oleaceae,Syringa
