xy,address,ward,scientific_name,common_name,disease,pests,condition,fam_name,genus_name
POINT (-76.929911574 38.888995946599998),0 50TH ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.986451716100007 38.897918507900002),617 ELLIOTT ST NE,6,Liquidambar styraciflua,Sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.060599688799996 38.933457058899997),3022 MACOMB ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.0624980037 38.976932014900001),3257 ARCADIA PL NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.092401519800006 38.913963710899999),OPP 4741 MACARTHUR BLVD NW,3,Carpinus caroliniana,Ironwood,,,Excellent,Betulaceae,Carpinus
POINT (-77.041302400899994 38.902695864099996),1775 K ST NW,2,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.022818975299998 38.939852969500002),725 SHEPHERD ST NW,4,Quercus coccinea,Scarlet oak,,,Good,Fagaceae,Quercus
POINT (-76.976445367500006 38.938365085599997),1900 blk RANDOLPH ST NE,5,Magnolia virginiana,Sweetbay magnolia,,,Excellent,Magnoliaceae,Magnolia
POINT (-76.985542105799993 38.926745046500002),1411 GIRARD ST NE,5,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Good,Rosaceae,Prunus
POINT (-77.081068267299997 38.908616097900001),4416 P ST NW,3,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.027481363800007 38.941837185499999),1240 UPSHUR ST NW,4,Tilia cordata,Littleleaf linden,,,Fair,Tiliaceae,Tilia
POINT (-77.035441657800007 38.9715729196),1443 WHITTIER PL NW,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-76.978917854800002 38.925057757099999),2715 18TH ST NE,5,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.986103549800006 38.928708724099998),3000 blk 14TH ST NE,5,Prunus virginiana,Chokecherry,,,Excellent,Rosaceae,Prunus
POINT (-76.974593159299999 38.9140382673),2111 S ST NE,5,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.033106849500001 38.931279863900002),1400 MONROE ST NW,1,Platanus x acerifolia,London plane tree,,,Excellent,Platanaceae,Platanus
POINT (-77.048652925799999 38.913398753),2145 DECATUR PL NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.977876263300004 38.894742796599999),1827 D ST NE,6,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.088996160500002 38.944018237500003),4507 VERPLANCK PL NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.004148486700004 38.912660322900003),opp 175 R ST NE,5,Quercus lyrata,Overcup oak,,,Good,Fagaceae,
POINT (-77.007628013300007 38.912551910799998),31 R ST NE,5,Cladrastis lutea,Yellowwood,,,Good,Fabaceae,Cladrastis
POINT (-76.986056721099999 38.937606837200001),4000 blk 14TH ST NE,5,Tilia tomentosa,Silver linden,,,Good,Tiliaceae,Tilia
POINT (-77.032080786400002 38.911351992599997),1604 14TH ST NW,2,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.008229694500002 38.912547076099997),11 R ST NE,5,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-77.011323629499998 38.963142906800002),opp 6011 BLAIR RD NW,4,Quercus phellos,Willow oak,,,Fair,Fagaceae,Quercus
POINT (-77.002899008200004 38.913296837399997),213 RANDOLPH PL NE,5,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-77.037729817699997 38.983267312499997),1623  JUNIPER ST NW,4,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-76.972234455600002 38.9314467393),3302 24TH ST NE/Rhode Island Ave,5,Acer saccharum,Sugar maple,,,Poor,Aceraceae,Acer
POINT (-76.999205056400001 38.830147542),428 BRANDYWINE ST SE,8,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-76.9827094507 38.900163274900002),1500 blk BENNING RD NE,7,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-76.982503460900006 38.9001269436),1500 blk BENNING RD NE,5,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-76.982361744599999 38.900105550600003),1500 BLK BENNING RD NE,5,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.037213512500003 38.991735761100003),1615 NORTH PORTAL DR NW,4,Platanus x acerifolia,London plane tree,,,Good,Platanaceae,Platanus
POINT (-77.032780157299996 38.9055944387),1400 BLK M ST NW,2,Quercus shumardi,Shumard oak,,,Excellent,Fagaceae,Quercus
POINT (-76.949495143899995 38.870827716599997),3842 CARPENTER ST SE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.007000125199994 38.942915709300003),30 VARNUM ST NE,5,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.034990494799999 38.906801754699998),1515 MASSACHUSETTS AVE NW,2,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-77.01898650299999 38.909852343799997),1500 5TH ST NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.939182757200001 38.880686912800002),4701 ALABAMA AVE SE,7,Amelanchier species,Serviceberry,,,Fair,Rosaceae,Amelanchier
POINT (-77.028292627799999 38.965009683600002),opp 1008 RITTENHOUSE ST NW,4,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-77.042799375399994 38.985437193400003),0 WEST BEACH DR NW,4,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.012872894699996 38.875813773399997),1200 BLK CANAL ST SW,6,Ulmus species,Elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.056956627299996 38.929342463499999),2922 28TH ST NW,3,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.002124016699995 38.828873745899998),4311 3RD ST SE,8,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.008937733400003 38.904082731800003),1111 NORTH CAPITOL ST BN,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.068455774699999 38.926232770200002),3417 FULTON ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.983559666299996 38.899166701299997),713 15TH ST NE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.081986717600003 38.9638217181),5502 WESTERN AVE NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.927392627399996 38.886226723199997),5117 B ST SE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.034831612399998 38.9482177617),1500 DECATUR ST NW,4,Prunus 'Snow Goose',Cherry (Snowgoose),,,Dead,Rosaceae,Prunus
POINT (-77.011879995 38.864589745),UNIT BLOCK V ST SW,6,Robinia pseudoacacia,Black locust,,,Good,Fabaceae,Robinia
POINT (-77.086091261199996 38.933640970900001),3300 blk 44TH ST NW,3,Magnolia Species,Magnolia,,,Excellent,Magnoliaceae,Magnolia
POINT (-76.941882217100002 38.895953884199997),4208 EADS ST NE,7,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.044512359899997 38.907300411100003),OPP 1924 N ST NW,2,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.972519276900002 38.873036783300002),2326 NICHOLSON ST SE,8,Prunus virginiana,Chokecherry,,,Dead,Rosaceae,Prunus
POINT (-77.0707140154 38.9453625461),4313 RENO RD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.041613622200003 38.899308238899998),700 blk 18TH ST NW,2,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.942230605600002 38.895903807),4203 EADS ST NE,7,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-76.995042036 38.886559759299999),231 8TH ST SE,6,Quercus rubra,Red oak,Ganoderma Root Rot,,Good,Fagaceae,Quercus
POINT (-76.974363952299996 38.873892311200002),2218 NICHOLSON ST SE,8,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.994142904699999 38.884555848),OPP 826 D ST SE,6,Quercus phellos,,,,Excellent,Nyssaceae,Nyssa
POINT (-77.003454760500006 38.888085118100001),120 2ND ST SE,6,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.997809389599993 38.888739382200001),610 A ST SE,6,Gymnocladus dioicus,Kentucky coffeetree,,,Good,Fabaceae,Gymnocladus
POINT (-77.034721348199994 38.976466498699999),7130 ALASKA AVE NW,4,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.096335616 38.944263540900003),opp 4300 FORDHAM RD NW,3,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.036552051 38.936184088099999),3636 16TH ST NW,1,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.0365478951 38.936994617),3600 16TH ST NW,1,Carpinus betulus,Hornbeam (European) (Common),,,Excellent,Betulaceae,Carpinus
POINT (-77.094522183799995 38.943115463300003),opp 4805 VAN NESS ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.087077954099996 38.941281020300003),4440 SPRINGDALE ST NW,3,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.071115053599996 38.953929735),3630 EVERETT ST NW,3,Acer rubrum,Red maple,,,Fair,Aceraceae,Acer
POINT (-76.939385743200006 38.882772802700003),4809 ALABAMA AVE SE,7,Celtis occidentalis,Hackberry,,,Fair,Ulmaceae,Celtis
POINT (-77.033350176499994 38.910432705399998),1445 CHURCH ST NW,2,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.091736362199995 38.939208481500003),opp 3730 UNIVERSITY AVE NW,3,,,,,,,
POINT (-76.978357064400001 38.899242528499997),OPP 1726 BENNING RD NE,5,Syringa reticulata,Lilac,,,Fair,Oleaceae,Syringa
POINT (-76.993063248799999 38.936224739799997),1000 BLK PERRY ST NE,5,Quercus nuttallii,Nuttall oak,,,Good,Fagaceae,Quercus
POINT (-77.063253484200004 38.964280604199999),5529 NEBRASKA AVE NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.008715825699994 38.833738368600002),100 BLK XENIA ST SW,8,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-76.980375294599995 38.899612763500002),opp1629 BENNING RD NE,5,Syringa reticulata,Lilac,,,Excellent,Oleaceae,Syringa
POINT (-76.935018151600005 38.878430317499998),1100 46TH ST SE,7,Amelanchier arborea,Downy serviceberry,,,Good,Rosaceae,Amelanchier
POINT (-77.090930895499994 38.944741365299997),4600 WARREN ST NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.1024394019 38.939940406300003),3828 52ND ST NW,3,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.080367877900002 38.957234543299997),5200 BLK 41ST ST NW,3,Prunus yedoensis,Yoshino cherry,,,Good,Rosaceae,Prunus
POINT (-77.080633535900006 38.954762275900002),4101 FESSENDEN ST NW,3,Prunus 'Snow Goose',Cherry (Snowgoose),,,Good,Rosaceae,Prunus
POINT (-77.0674943649 38.905982606800002),3339 PROSPECT ST NW,2,Tilia cordata,Littleleaf linden,,,Poor,Tiliaceae,Tilia
POINT (-77.036956633399996 38.9502814644),4866 BLAGDEN AVE NW,4,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-77.040875407100003 38.917343043),1781 FLORIDA AVE NW,1,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.045347615599994 38.932702436500001),opp 3236 WALBRIDGE PL NW,1,Acer saccharum,Sugar maple,,,Good,Aceraceae,Acer
POINT (-77.002465447600002 38.8342453526),200 BLK WAYNE PL SE,8,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.022062073399994 38.949655578300003),4838 7TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.981637679100004 38.887662859099997),1628 INDEPENDENCE AVE SE,6,Ulmus americana 'Jefferson',Jefferson Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.086516045400003 38.930336950300003),4401 CATHEDRAL AVE NW,3,Quercus bicolor,Swamp white oak,,,Excellent,Fagaceae,Quercus
POINT (-77.0171586174 38.958167586599998),5614 3RD PL NW,4,Acer campestre,Hedge maple,,,Good,Aceraceae,Acer
POINT (-77.025832198499998 38.968854677),6505 PINEY BRANCH RD NW,4,Zelkova serrata,Japanese zelkova,,,Fair,Ulmaceae,Zelkova
POINT (-77.026448822099994 38.915081877399999),1826 VERMONT AVE NW Median,1,Cercis species,Redbud,,,Fair,Fabaceae,Cercis
POINT (-77.072852001800001 38.957656967200002),3718 HUNTINGTON ST NW,3,,,,,,,
POINT (-77.026354102900001 38.9152457474),1818 VERMONT AVE NW (median),1,Other (See Notes),Other (See Notes),,,Fair,Null,Other
POINT (-77.026297673 38.915340288199999),1834 VERMONT AVE NW median,1,Cercis canadensis,Eastern redbud,,,Excellent,Fabaceae,Cercis
POINT (-77.022326373200002 38.914047020799998),710 S ST NW,6,Quercus nuttallii,Nuttall oak,,,Excellent,Fagaceae,Quercus
POINT (-77.000508590300001 38.888402366800001),106 4TH ST SE,6,Liquidambar rotundiloba,Rotundiloba sweetgum,,,Good,Hamamelidaceae,Liquidambar
POINT (-77.000729433499998 38.905607206900001),307 M ST NE,6,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.020597439699998 38.935054111900001),635 OTIS PL NW,1,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-76.993706069 38.883019405600002),0 9TH ST SE,6,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.955289661199998 38.867134743599998),opp 3314 PENNSYLVANIA AVE SE,7,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.987056008899998 38.944297861199999),1324 WEBSTER ST NE,5,Prunus species,Cherry,,,Good,Rosaceae,Prunus
POINT (-77.107412488799994 38.935067729499998),5181 WATSON ST NW,3,,,,,,,
POINT (-77.073157748400007 38.919722268100003),2208 TUNLAW RD NW,3,Quercus phellos,Willow oak,Hypoxylon,,Poor,Fagaceae,Quercus
POINT (-77.019364254600006 38.935904887699998),600 blk PRINCETON PL NW,1,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.0193386901 38.9359102166),600 blk PRINCETON PL NW,1,Lagerstroemia indica,Crape myrtle,,,Fair,Lythraceae,Lagerstroemia
POINT (-77.044158263100002 38.923646351400002),2600 ADAMS MILL RD NW median,1,Gleditsia triacanthos var. inermis 'Skyline',Skyline honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.071005453599994 38.944029862199997),3637 VEAZEY ST NW,3,Acer saccharum,Sugar maple,,,Fair,Aceraceae,Acer
POINT (-77.029619546800006 38.983017360200002),7621 13TH ST NW,4,Acer platanoides,Norway maple,,,Good,Aceraceae,Acer
POINT (-76.963786029100007 38.9202631299),2200 blk 31ST ST NE,5,Acer ginnala,Trident maple,,,Excellent,Acereae,Acer
POINT (-76.963772217599995 38.9207541018),2330 31ST ST NE,5,Acer rubrum,Red maple,,,Excellent,Acerceae,Acer
POINT (-76.963784392799994 38.919937768099999),2200 blk 31ST ST NE,5,Acer saccharinum,Sugar maple,,,Excellent,,Acer
POINT (-77.0406491233 38.935081249299998),3495 18TH ST NW-playground,1,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.947997893899995 38.894533303599999),3935 BENNING RD NE,7,Ulmus americana,American elm,,,Good,Ulmaceae,Ulmus
POINT (-76.977910991200005 38.899294856),1742  BENNING RD NE,5,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-76.985340403899997 38.886833773900001),OPP 1405 SOUTH CAROLINA AVE SE,6,Ulmus species,Elm,,,Good,Ulmaceae,Ulmus
POINT (-77.072449249499996 38.932418687199998),3209 WISCONSIN AVE NW,3,Quercus rubra,Red oak,,,Excellent,Fagaceae,Quercus
POINT (-77.076573452199995 38.950676550200001),3900 blk  CHESAPEAKE ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-76.937848329199994 38.911413667200001),4400 BLK PONDS ST NE,7,Quercus rubra,Red oak,,,Fair,Fagaceae,Quercus
POINT (-77.0710113807 38.952152123700003),opp 3630 DAVENPORT ST NW,3,Cercis canadensis,Eastern redbud,,,Fair,Fabaceae,Cercis
POINT (-77.060190903199995 38.9386860754),3703 CONNECTICUT AVE NW,3,Quercus lyrata,Overcup oak,,,Good,Fagaceae,Quercus
POINT (-76.935065251300003 38.885835437799997),OPP 4730 C ST SE,7,Prunus virginiana,Chokecherry,,,Dead,Rosaceae,Prunus
POINT (-77.015586102699999 38.883309404599999),300  BLK E ST SW,6,Prunus yedoensis,Yoshino cherry,,,Excellent,Rosaceae,Metasequoia
POINT (-77.019986893099997 38.879061610699999),900 BLK 6TH ST SW,6,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.077343575100002 38.938931634200003),3884 RODMAN ST NW,3,Quercus palustris,Pin oak,,,Fair,Fagaceae,Quercus
POINT (-77.0400046301 38.985841159400003),1653 KALMIA RD NW,4,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.017605282299996 38.913001513200001),1708 NEW JERSEY AVE NW,2,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-77.092461458100004 38.916264626500002),4734 WHITEHAVEN PKWY NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.938319686599996 38.882413556400003),OPP 4413 FALLS TER SE,7,Ulmus 'Accolade',Elm (Accolade),,,Good,Ulmaceae,Ulmus
POINT (-76.967895379699996 38.854520357299997),OPP 2713 HARTFORD ST SE,8,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-76.9673706313 38.8545137228),2838 HARTFORD ST SE,8,Celtis occidentalis,Hackberry,,,Fair,Ulmaceae,Celtis
POINT (-76.988127942 38.894152366),1300 blk CORBIN PL NE,6,Carpinus betulus,Hornbeam (European) (Common),,,Good,Betulaceae,Carpinus
POINT (-76.965792442400002 38.926622008400003),2800 BLK 30TH ST NE,5,Quercus nuttallii,Nuttall oak,,,Excellent,Fagaceae,Quercus
POINT (-77.034577195599994 38.900132130400003),1500 BLOCK H ST NW,2,Ulmus americana 'Princeton',Princeton elm,,,Good,Ulmaceae,Ulmus
POINT (-77.036429224 38.988542369900003),7928 16TH ST NW,4,Tilia species,Linden,,,Good,Tiliaceae,Tilia
POINT (-77.025612048699998 38.939796693300003),925 SHEPHERD ST NW,4,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.091143953900001 38.9319425029),3106 FOXHALL RD NW,3,Quercus rubra,Red oak,,Scale,Good,Fagaceae,Quercus
POINT (-76.929517872199995 38.879473704200002),5106 HANNA PL SE,7,Liquidambar Stryaciflua 'Sterile',Sweetgum (sterile),,,Good,Hamamelidaceae,Liquidambar
POINT (-77.002103045499993 38.891483717),116 3RD ST NE,6,Liriodendron tulipifera,Tulip poplar,,,Good,Magnoliaceae,Liriodendron
POINT (-76.940664285899999 38.885982138800003),4548 TEXAS AVE SE,7,Ulmus americana,American elm,,,Fair,Ulmaceae,Ulmus
POINT (-77.018996327300002 38.907744732200001),1316 5TH ST NW,2,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.001493264 38.8799841433),300 BLK VIRGINIA AVE SE,6,Quercus rubra,Red oak,,,Poor,Fagaceae,Quercus
POINT (-77.090494788599997 38.952167061799997),4529 DAVENPORT ST NW,3,,,,,,,
POINT (-77.016528307599998 38.958953524599998),309 madison st nw,4,Ulmus americana 'Jefferson',Jefferson Elm,,,Excellent,Ulmaceae,Ulmus
POINT (-76.925973746 38.891354966400002),115 53RD ST NE,7,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-76.918912815400006 38.887136857100003),0 57TH PL SE,7,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.989678473300003 38.882227856199997),,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-77.023155559900005 38.950873853),726 FARRAGUT ST NW,5,Celtis occidentalis,Hackberry,,,Excellent,Ulmaceae,Celtis
POINT (-77.0247257985 38.970674884099999),6625 PINEY BRANCH RD NW,4,Acer campestre,Hedge maple,,,Excellent,Aceraceae,Acer
POINT (-77.078035809900001 38.936817670400004),3921 LANGLEY CT NW,3,Acer species,Maple,,,Good,Aceraceae,Acer
POINT (-77.055561468700006 38.942829456399998),2600 UPTON ST NW,3,Prunus serrulata 'Kwanzan',Kwanzan cherry,,,Excellent,Rosaceae,Prunus
POINT (-77.030168595700005 38.981057982899998),7500 BLK MORNINGSIDE DR NW,4,Cercis species,Redbud,,,Good,Fabaceae,Cercis
POINT (-77.09501896899999 38.916109254799998),4835 MACARTHUR BLVD NW,3,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.978963577100004 38.945612921),4600 blk QUEENS CHAPEL TER NE,5,Magnolia virginiana,Sweetbay magnolia,,,Good,Magnoliaceae,Magnolia
POINT (-77.100616263299997 38.923376045799998),5300 CUSHING PL NW,3,,,,,,,
POINT (-76.965048395799997 38.923802578500002),2600 BLK 31ST PL NE,5,Catalpa bignonioides,Southern catalpa,,,Good,Bignoniaceae,Catalpa
POINT (-76.985451107399996 38.878255072199998),1000 BLK 14TH ST SE,6,Ulmus parvifolia,Chinese elm,,,Good,Ulmaceae,Ulmus
POINT (-77.067839486899999 38.912495289799999),1675 34TH ST NW,2,Acer platanoides,Norway maple,,,Fair,Aceraceae,Acer
POINT (-76.962559382099997 38.925470895499998),3100 blk BANNEKER DR NE,5,Quercus bicolor,Swamp white oak,,,Good,Fagaceae,Quercus
POINT (-77.036488870599996 38.965291472700002),6100 BLK 16TH ST NW,4,Acer platanoides,Norway maple,,,Poor,Aceraceae,Acer
POINT (-77.036321211800001 38.989294027),8009 16TH ST NW (MEDIAN),4,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.036323274200001 38.989234365900003),8009 16TH ST NW (MEDIAN),4,Lagerstroemia indica,Crape myrtle,,,Excellent,Lythraceae,Lagerstroemia
POINT (-77.100601436199995 38.923541478399997),5301 CUSHING PL NW,3,,,,,,,
POINT (-77.078795023599994 38.954755409299999),3963 FESSENDEN ST NW,3,Acer saccharinum,Silver maple,,,Good,Aceraceae,Acer
POINT (-77.036342924799996 38.984524968800002),7725 16TH ST NW/median,4,Lagerstroemia indica,Crape myrtle,,,Good,Lythraceae,Lagerstroemia
POINT (-77.067840299099998 38.936348873299998),3429 ORDWAY ST NW,3,Prunus virginiana,Chokecherry,,,Excellent,Theaceae ,Stewartia
POINT (-77.067808602599996 38.936250429499999),3450 ORDWAY ST NW,3,Cercidiphyllum japonicum,Katsuratree,,,Excellent,Aceraceae,
POINT (-77.0912316971 38.944744215),4610 WARREN ST NW,3,Quercus rubra,Red oak,,,Good,Fagaceae,Quercus
POINT (-77.031232801499996 38.966905959899997),1343 SOMERSET PL NW,4,Ginkgo biloba (male),Ginkgo (male),,,Good,Ginkgoaceae,Ginkgo
POINT (-77.057570217700004 38.928049613799999),2861 29TH ST NW,3,Ostrya virginiana,Ironwood,,,Excellent,Aceraceae,Acer
POINT (-77.077337668699997 38.954752860600003),3907 FESSENDEN ST NW,3,,,,,,,
POINT (-77.006906479500003 38.926157592800003),50 GIRARD ST NE,5,Zelkova serrata,Japanese zelkova,,,Good,Ulmaceae,Zelkova
POINT (-77.097460554600005 38.916217286299997),4817 BENDING LN NW,3,Platanus occidentalis,American sycamore,,,Good,Platanaceae,Platanus
POINT (-76.937803902100001 38.876446493899998),4300 BLK HILLSIDE RD SE,7,Crataegus phaenopyrum,Washington hawthorn,,,Dead,Rosaceae,Crataegus
POINT (-77.025407592199997 38.947371834199998),4702 9TH ST NW,4,Acer platanoides,Norway maple,,,Excellent,Aceraceae,Acer
POINT (-77.056773010699999 38.906043625499997),2732 OLIVE ST NW,2,Ginkgo biloba (male),Ginkgo (male),,,Fair,Ginkgoaceae,Ginkgo
POINT (-76.977130570599996 38.901540448600002),1813 I ST NE,5,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-77.068154749200005 38.906714996600002),3406 N ST NW,2,Gleditsia species,Honeylocust,,,Good,Fabaceae,Gleditsia
POINT (-77.003170893 38.887339401200002),205 PENNSYLSYLVANIA AVE SE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-76.989684129300002 38.876436640900003),1201 M ST SE,6,Quercus phellos,Willow oak,,,Good,Fagaceae,Quercus
POINT (-76.965954303100006 38.926326507200002),2800 BLK 30TH ST NE,5,Pistacia chinensis,Chinese pistachio,,,Good,Anacardiaceae,Pistacia
POINT (-76.990450792 38.924601105699999),2706 12TH ST NE,5,Tilia cordata,Littleleaf linden,,,Good,Tiliaceae,Tilia
POINT (-76.990309379099997 38.924852546899999),2711 12TH ST NE,5,Pyrus calleryana 'Bradford',Bradford callery pear,,,Good,Rosaceae,Pyrus
POINT (-76.960272282800005 38.928883928499999),opp 3174 BLADENSBURG RD NE,5,Taxodium distichum,Bald cypress,,,Excellent,Cupressaceae,Taxodium
POINT (-76.959570189600001 38.929357995099998),opp 3182 BLADENSBURG RD NE,5,Taxodium distichum,Bald cypress,,,Good,Cupressaceae,Taxodium
POINT (-77.053565856199995 38.9757621495),3031 OREGON KNOLLS DR NW,4,Other (See Notes),Other (See Notes),,,Good,Null,Other
POINT (-76.9803908329 38.888628070899998),OPP 1706 A ST SE,6,Acer buergeranum,Trident maple,,,Good,Aceraceae,Acer
POINT (-77.0051824098 38.931710336),4 NEWTON ST NE,5,Cedrus deodora,Deodar cedar,,,Good,Pinaceae,Cedrus
POINT (-77.029754827800005 38.978812702399999),7300 BLK 13TH ST NW,4,Acer rubrum,Red maple,,,Good,Aceraceae,Acer
POINT (-77.0021061108 38.897690749),608 3RD ST NE,6,Quercus palustris,Pin oak,,,Good,Fagaceae,Quercus
POINT (-77.019677494 38.907196445399997),500 N ST NW,6,Celtis occidentalis,Hackberry,,,Good,Ulmaceae,Celtis
POINT (-77.014943649100005 38.942251111200001),225 UPSHUR ST NW,4,Amelanchier canadensis,Shadblow serviceberry,,,Fair,Rosaceae,Amelanchier
POINT (-77.011875005700006 38.971308362),OPP 101 WHITTIER ST NW,4,Prunus virginiana,Chokecherry,,,Poor,Rosaceae,Prunus
POINT (-77.021367566799995 38.940279675299998),4005 NEW HAMPSHIRE AVE NW,4,Ulmus americana 'New Harmony',New Harmony elm,,,Excellent,Ulmaceae,Ulmus
POINT (-77.0381884058 38.949226062900003),4818 BLAGDEN AVE NW,4,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
POINT (-76.9800772679 38.9398867592),4107 18TH ST NE/Shepherd St,5,Ostrya virginiana,American hop hornbeam,,,Good,Betulaceae,Ostrya
POINT (-77.072531913299997 38.952064437799997),3724 DAVENPORT ST NW,3,,,,,,,
POINT (-77.043591683499997 38.893078125800002),200 blk 19TH ST NW,2,Quercus acutissima,Sawtooth oak,,,Good,Fagaceae,Quercus
